Label|m|h|Hm0 toe|Tm1,0t|β|ht|Bt|hb|B|cotad|cotaincl|cotau|gf_d|gf_u|gf|D|D50_d|D50_u|Ac|Rc|Gc|Kr|Kt|q
E-41.8|1000.0|0.5015384615384616|0.136|1.8019555669398966|0.0|0.2861538461538462|0.3076923076923077|-0.16|0.5230769230769231|1.25|2.7207767722473606|3.0|0.4|0.4|0.4|0.04784615384615384|0.047846153846153844|0.047846153846153844|0.23692307692307693|0.23692307692307693|0.15384615384615385|0|0|1
E-41.9|1000.0|0.5015384615384616|0.15323076923076925|2.009260189685194|0.0|0.20923076923076922|0.3076923076923077|-0.23692307692307693|0.5230769230769231|1.25|1.25|3.0|0.4|0.4|0.4|0.047846153846153844|0.047846153846153844|0.047846153846153844|0.31384615384615383|0.31384615384615383|0.15384615384615385|0|0|1
E-41.10|1000.0|0.5015384615384616|0.15323076923076925|2.328190378524114|0.0|0.2861538461538462|0.3076923076923077|-0.16|0.5230769230769231|1.25|2.653781793842035|3.0|0.4|0.4|0.4|0.047846153846153844|0.047846153846153844|0.047846153846153844|0.23692307692307693|0.23692307692307693|0.15384615384615385|0|0|1
E-41.11|1000.0|0.5015384615384616|0.20861538461538462|2.5354950012694117|0.0|0.2861538461538462|0.3076923076923077|-0.16|0.5230769230769231|1.25|2.4461387800783436|3.0|0.4|0.4|0.39999999999999997|0.047846153846153844|0.047846153846153844|0.047846153846153844|0.23692307692307693|0.23692307692307693|0.15384615384615385|0|0|1
E-41.12|1000.0|0.5015384615384616|0.1833846153846154|2.5354950012694117|0.0|0.20923076923076922|0.3076923076923077|-0.23692307692307693|0.5230769230769231|1.25|2.3221476510067114|3.0|0.4|0.4|0.39999999999999997|0.047846153846153844|0.047846153846153844|0.047846153846153844|0.31384615384615383|0.31384615384615383|0.15384615384615385|0|0|1
E-41.13|1000.0|0.5015384615384616|0.19753846153846152|2.7906391523405474|0.0|0.20923076923076922|0.3076923076923077|-0.23692307692307693|0.5230769230769231|1.25|2.308021806853583|3.0|0.4|0.4|0.39999999999999997|0.047846153846153844|0.047846153846153844|0.047846153846153844|0.31384615384615383|0.31384615384615383|0.15384615384615385|0|0|1
E-41.14|1000.0|0.5015384615384616|0.19415384615384615|2.407922925733844|0.0|0.20923076923076922|0.3076923076923077|-0.23692307692307693|0.5230769230769231|1.25|2.3112123613312208|3.0|0.4|0.4|0.4000000000000001|0.047846153846153844|0.047846153846153844|0.047846153846153844|0.31384615384615383|0.31384615384615383|0.15384615384615385|0|0|1
E-41.15|1000.0|0.5015384615384616|0.16523076923076924|2.5514415107113577|0.0|0.2861538461538462|0.3076923076923077|-0.16|0.5230769230769231|1.25|2.6067121548714693|3.0|0.4|0.4|0.4|0.04784615384615385|0.047846153846153844|0.047846153846153844|0.23692307692307693|0.23692307692307693|0.15384615384615385|0|0|1
E-41.16|1000.0|0.5015384615384616|0.19169230769230772|2.5354950012694117|0.0|0.2861538461538462|0.3076923076923077|-0.16|0.5230769230769231|1.25|2.504033440891757|3.0|0.4|0.4|0.39999999999999997|0.047846153846153844|0.047846153846153844|0.047846153846153844|0.23692307692307693|0.23692307692307693|0.15384615384615385|0|0|1
E-41.17|1000.0|0.5015384615384616|0.07538461538461538|1.4192393403331927|0.0|0.2861538461538462|0.3076923076923077|-0.16|0.5230769230769231|1.25|1.25|3.0|0.4|0.4|0.4|0.03775384615384616|0.03775384615384616|0.03775384615384616|0.2676923076923077|0.2676923076923077|0.15384615384615385|0|0|1
