Label|m|h|Hm0 toe|Tm1,0t|β|ht|Bt|hb|B|cotad|cotau|gf_d|gf_u|D50_d|D50_u|Ac|Rc|Gc|Lm0|Kr|Kt|q
E-20.138|20.0|0.16|0.0888|1.1565|0.0|0.16|0.0|0.08|0.4|4.0|4.0|1.0|1.0|0.0|0.0|0.1|0.1|0.0|2.088240013788437|0|0|1
D-43.127|1000.0|0.55|0.09997|1.372|0.0|0.55|0.0|0.0|0.0|1.4281480067421146|1.4281480067421146|1.0|1.0|0.0|0.0|0.019999999999999907|0.019999999999999907|0.0|2.938984947475496|0|0|1
G-2.123|1000.0|0.485|0.1263|1.219|25.0|0.455|0.13|0.0|0.0|2.0|2.0|0.4|0.4|0.042|0.042|0.13|0.13|0.13|2.320045756623322|0|0|1
G-2.246|1000.0|0.515|0.09574|1.442|45.0|0.485|0.13|0.0|0.0|2.0|2.0|0.4|0.4|0.042|0.042|0.1|0.1|0.13|3.246531789646765|0|0|1
E-20.6|20.0|0.16|0.06904|1.028182|0.0|0.16|0.0|0.08|0.2|2.0|2.0|1.0|1.0|0.0|0.0|0.1|0.1|0.0|1.6505516997272325|0|0|1
A-34.55|52.0|0.5|0.163|1.3090909091|0.0|0.5|0.0|-0.055|0.15|2.0|0.0|0.55|0.55|0.045|0.045|0.17|0.17|0.0|2.6756466106606536|0|0|1
G-2.5|1000.0|0.515|0.1277|1.224|10.0|0.485|0.13|0.0|0.0|2.0|2.0|0.4|0.4|0.042|0.042|0.1|0.1|0.13|2.339117158172322|0|0|1
A-2.60|1000.0|0.73|0.07011|1.038|0.0|0.73|0.0|0.0|0.0|1.5|1.5|0.4|0.4|0.042|0.042|0.095|0.095|0.12484862178253167|1.6822240827311472|0|0|1
F-38.99|1000.0|0.55|0.09|1.7272727|0.0|0.4|0.15|0.0|0.0|0.0|0.0|1.0|1.0|0.0|0.0|0.2|0.2|0.0|4.658123051373019|0|0|1
E-3.6|350.0|0.292|0.1057|2.6909090909|0.0|0.252|0.416|0.022|0.544|7.0|7.0|0.4|0.4|0.024|0.024|0.108|0.108|0.296|11.305432746662994|0|0|1
G-22.5|45.0|0.125|0.072525|1.3988335|6.0|0.125|0.0|0.025|0.0|2.0|4.0|0.4|0.4|0.03125|0.03125|0.0875|0.0875|0.1|3.055070157607979|0|0|1
A-3.89|1000.0|0.455|0.0997|1.538|0.0|0.425|0.13|0.0|0.0|2.0|2.0|0.4|0.4|0.042|0.042|0.16|0.16|0.13|3.693191352081311|0|0|1
D-42.101|20.0|0.16|0.0487|0.8778|0.0|0.16|0.0|0.0|0.0|2.0|2.0|1.0|1.0|0.0|0.0|0.1|0.1|0.0|1.2030406220492442|0|0|1
G-3.95|1000.0|0.485|0.112|1.228|25.0|0.455|0.13|0.0|0.0|2.0|2.0|0.47|0.47|0.04|0.04|0.13|0.13|0.13|2.3544304865712244|0|0|1
A-38.65|100.0|0.4|0.0863|1.36363636|0.0|0.34|0.1|0.0|0.0|2.0|2.0|0.4|0.4|0.037|0.037|0.132|0.132|0.2|2.9032623658348267|0|0|1
G-3.247|1000.0|0.455|0.1336|1.717|60.0|0.425|0.13|0.0|0.0|2.0|2.0|0.47|0.47|0.04|0.04|0.16|0.16|0.13|4.602880812213707|0|0|1
D-36.33|48.1920589|0.238|0.1012|2.084|0.0|0.238|0.0|0.0|0.0|2.7|2.7|1.0|1.0|0.0|0.0|0.107|0.142|0.0|6.780856727449414|0|0|1
C-26.29|50.0|0.405|0.129|1.2616600791|0.0|0.405|0.0|0.0|0.0|1.3333333333|1.3333333333|0.47|0.47|0.047|0.047|0.14175|0.16875|0.1485|2.4852716288052155|0|0|1
A-38.44|100.0|0.25|0.1018|1.29090909|0.0|0.19|0.1|0.0|0.0|2.0|2.0|0.4|0.4|0.036|0.036|0.132|0.132|0.2|2.6018392255316223|0|0|1
A-39.73|1000.0|0.59|0.1021|2.0|0.0|0.59|0.0|0.0|0.0|1.5|1.5|0.4|0.4|0.06|0.06|0.11|0.2|0.18|6.245239966925974|0|0|1
E-15.362|20.0|0.47|0.132|1.427|0.0|0.44|0.0|-0.12|0.65|1.25|1.25|0.4|0.4|0.0388|0.0388|0.11|0.11|0.17|3.1793408141526007|0|0|1
C-37.4|1000.0|0.59|0.14|1.45454545|0.0|0.59|0.0|0.0|0.0|2.5|2.5|0.47|0.47|0.06|0.06|0.11|0.2|0.18|3.303267399877407|0|0|1
A-35.51|1000.0|0.75|0.164247|1.5181818182|0.0|0.75|0.0|0.0|0.0|2.0|2.0|0.4|0.4|0.051|0.051|0.35|0.35|0.204|3.5986259802018656|0|0|1
C-36.19|1000.0|0.4|0.11|1.136363636|0.0|0.4|0.0|0.0|0.0|1.5|1.5|0.38|0.38|0.042|0.042|0.11|0.11|0.15|2.0161544301811145|0|0|1
D-32.29|100.0|0.099|0.061828|3.65|0.0|0.099|0.0|0.0|0.0|4.0|4.0|1.0|1.0|0.0|0.0|0.163|0.163|0.0|20.80055236484282|0|0|1
A-31.16|8.82|0.3615|0.0545|0.8484684816|0.0|0.1865|0.155|0.0|0.0|1.5|1.5|0.4|0.4|0.038|0.038|0.0635|0.0885|0.115|1.1239851336877351|0|0|1
E-20.7|20.0|0.16|0.08884|1.190909|0.0|0.16|0.0|0.08|0.2|2.0|2.0|1.0|1.0|0.0|0.0|0.1|0.1|0.0|2.2143501386340607|0|0|1
A-34.120|52.0|0.5|0.2|1.9636363636|0.0|0.5|0.0|0.0|0.0|2.0|2.0|0.55|0.55|0.045|0.045|0.14|0.14|0.15|6.0202048736798845|0|0|1
C-60.2|200.0|0.3|0.1138|1.3633238699|0.0|0.2111111111|0.2333333333|0.0|0.0|1.5|1.5|0.38|0.38|0.05|0.05|0.1888888889|0.1888888889|0.1666666667|2.9019318985309925|0|0|1
E-22.12|50.0|2.45|0.8328|4.2009090909|0.0|1.8|1.0|0.9|1.0|3.0|0.0|0.46|0.46|0.259086063078286|0.259086063078286|0.6|0.6|0.0|27.55343227520907|0|0|1
E-20.136|20.0|0.16|0.0776|1.1565|0.0|0.16|0.0|0.08|0.4|4.0|4.0|1.0|1.0|0.0|0.0|0.1|0.1|0.0|2.088240013788437|0|0|1
D-43.80|1000.0|0.5|0.1293|1.805|0.0|0.5|0.0|0.0|0.0|2.1445069205095586|2.1445069205095586|1.0|1.0|0.0|0.0|0.06999999999999995|0.06999999999999995|0.0|5.086786985810999|0|0|1
A-35.84|1000.0|0.75|0.18|2.1545454545|0.0|0.75|0.0|0.0|0.0|2.0|2.0|0.4|0.4|0.051|0.051|0.35|0.35|0.204|7.247704208418673|0|0|1
C-8.7|1000.0|0.6775|0.09273|1.029|0.0|0.6775|0.0|0.0|0.0|2.0|2.0|0.47|0.47|0.037|0.037|0.116|0.116|0.08917021672758628|1.653179032954966|0|0|1
D-22.58|50.0|0.2|0.1272|2.1269478602|0.0|0.2|0.0|0.0|0.0|4.0|4.0|1.0|1.0|0.0|0.0|0.3|0.3|0.0|7.063221513040655|0|0|1
G-2.261|1000.0|0.485|0.1108|1.236|45.0|0.455|0.13|0.0|0.0|2.0|2.0|0.4|0.4|0.042|0.042|0.13|0.13|0.13|2.3852070291282352|0|0|1
E-15.564|20.0|0.37|0.1321|1.508|0.0|0.34|0.0|0.04|0.4|1.25|1.25|0.4|0.4|0.0323|0.0323|0.11|0.11|0.31|3.550518845036887|0|0|1
A-2.52|1000.0|0.73|0.0986|1.427|0.0|0.73|0.0|0.0|0.0|1.5|1.5|0.4|0.4|0.042|0.042|0.095|0.095|0.12484862178253167|3.1793408141526007|0|0|1
F-28.45|1000.0|0.69|0.125|2.6426257916|0.0|0.345|0.33|0.0|0.0|0.0|0.0|1.0|1.0|0.0|0.0|0.255|0.255|0.0|10.903363165474687|0|0|1
F-11.207|1000.0|0.85|0.14583333333333334|1.6489148451835427|0.0|0.85|0.0|0.29999999999999993|0.6666666666666666|2.0|0.0|1.0|1.0|0.0|0.0|0.09999999999999998|0.09999999999999998|0.0|4.245077222936923|0|0|1
E-15.49|20.0|0.47|0.1182|1.448|0.0|0.44|0.0|0.04|0.4|1.25|1.25|0.4|0.4|0.0198|0.0198|0.14|0.14|0.17|3.273604904903389|0|0|1
D-43.292|1000.0|0.55|0.1678|1.608|0.0|0.55|0.0|0.0|0.0|0.577350269189626|0.577350269189626|1.0|1.0|0.0|0.0|0.019999999999999907|0.019999999999999907|0.0|4.03702303846042|0|0|1
D-5.3|1000.0|0.6|0.164|1.7727272727272725|0.0|0.6|0.0|0.0|0.0|4.0|4.0|1.0|1.0|0.0|0.0|0.31|0.31|0.0|4.906513424428928|0|0|1
F-35.40|13.0|1.28|0.534|3.451|0.0|1.28|0.0|0.0|0.0|0.1|0.1|1.0|1.0|0.0|0.0|0.95|0.95|0.0|18.59426677683704|0|0|1
E-30.16|1000.0|0.63625|0.088125|1.0956521739|0.0|0.63625|0.0|0.0375|0.375|3.0769230769|5.9375|0.4|1.0|0.01139937106918239|0.0|0.0625|0.0625|0.0|1.8742803348309272|0|0|1
C-27.14|50.0|0.405|0.129|1.2616600791|0.0|0.405|0.0|0.0|0.0|2.0|2.0|0.38|0.38|0.04198|0.04198|0.14175|0.16875|0.1485|2.4852716288052155|0|0|1
D-31.4|1000.0|0.6|0.185|1.6636363636|0.0|0.6|0.0|-0.16|0.4|3.0|0.0|1.0|1.0|0.0|0.0|0.28|0.28|0.0|4.321215728166134|0|0|1
E-7.43|1000.0|0.6|0.165|1.5818181818181818|0.0|0.6|0.0|0.0|0.4|4.0|4.0|1.0|1.0|0.0|0.0|0.28|0.28|0.0|3.9066298603027017|0|0|1
F-28.43|1000.0|0.69|0.1755|1.992133289|0.0|0.345|0.33|0.0|0.0|0.0|0.0|1.0|1.0|0.0|0.0|0.255|0.255|0.0|6.196207090870995|0|0|1
C-50.10|43.0|0.2211507028|0.1121|1.6202978324|0.0|0.1456766917|0.234962406|0.0|0.0|1.5|1.5|0.47|0.47|0.0456755447483098|0.0456755447483098|0.1973684211|0.1635338346|0.3120300752|4.099008708989208|0|0|1
C-6.13|1000.0|0.6729999999999999|0.08972|1.027|0.0|0.6729999999999999|0.0|0.0|0.0|1.5|1.5|0.44|0.44|0.029|0.029|0.14|0.14|0.08921540216785233|1.6467589262689661|0|0|1
G-15.49|1000.0|0.72|0.113|1.2636364|30.0|0.72|0.0|0.0|0.0|4.0|4.0|1.0|1.0|0.0|0.0|0.24|0.24|0.0|2.4930638087951174|0|0|1
D-43.237|1000.0|0.5|0.1378|1.427|0.0|0.5|0.0|0.0|0.0|1.0|1.0|1.0|1.0|0.0|0.0|0.06999999999999995|0.06999999999999995|0.0|3.1793408141526007|0|0|1
D-43.11|1000.0|0.55|0.0325|0.9354|0.0|0.55|0.0|0.0|0.0|2.7474774194546225|2.7474774194546225|1.0|1.0|0.0|0.0|0.019999999999999907|0.019999999999999907|0.0|1.3661043372048784|0|0|1
E-15.585|20.0|0.37|0.1124|1.349|0.0|0.34|0.0|0.04|0.4|1.25|1.25|0.4|0.4|0.0323|0.0323|0.17|0.17|0.31|2.8412734842629637|0|0|1
A-42.55|50.0|0.405|0.129|1.2616600791|0.0|0.405|0.0|0.0|0.0|1.3333333333|1.3333333333|0.4|0.4|0.04698|0.04698|0.10125|0.22005|0.24975|2.4852716288052155|0|0|1
F-38.188|1000.0|0.65|0.06|1.7272727|0.0|0.5|0.15|0.05|0.0|0.0|-1.0|1.0|1.0|0.0|0.0|0.1|0.1|0.0|4.658123051373019|0|0|1
F-38.164|1000.0|0.55|0.12|1.0|0.0|0.4|0.15|-0.05|0.0|0.0|-1.0|1.0|1.0|0.0|0.0|0.2|0.2|0.0|1.5613099917314934|0|0|1
A-35.3|1000.0|0.75|0.21228894|1.6181818182|0.0|0.75|0.0|0.0|0.0|2.0|2.0|0.4|0.4|0.051|0.051|0.35|0.35|0.204|4.0883095685233295|0|0|1
E-15.507|20.0|0.37|0.1034|1.297|0.0|0.34|0.0|0.04|0.4|1.25|1.25|0.4|0.4|0.0198|0.0198|0.11|0.11|0.31|2.626449719880643|0|0|1
G-2.237|1000.0|0.515|0.08684|1.13|45.0|0.485|0.13|0.0|0.0|2.0|2.0|0.4|0.4|0.042|0.042|0.1|0.1|0.13|1.9936367284419436|0|0|1
D-9.22|100.0|0.188|0.104|2.37|0.0|0.188|0.0|0.0|0.0|4.0|4.0|1.0|1.0|0.0|0.0|0.31|0.31|0.0|8.769722092556625|0|0|1
G-3.244|1000.0|0.455|0.1329|1.319|60.0|0.425|0.13|0.0|0.0|2.0|2.0|0.47|0.47|0.04|0.04|0.16|0.16|0.13|2.7163062325247744|0|0|1
E-20.98|20.0|0.16|0.0493|0.8458|0.0|0.16|0.0|0.04|0.4|2.0|2.0|1.0|1.0|0.0|0.0|0.1|0.1|0.0|1.1169262571932954|0|0|1
A-41.89|42.3848268|0.25|0.1354|1.693|0.0|0.25|0.0|0.0|0.0|4.0|4.0|0.4|0.4|0.0625|0.0625|0.175|0.175|0.2|4.475103202490402|0|0|1
C-8.1|1000.0|0.7225|0.1017|1.53|0.0|0.7225|0.0|0.0|0.0|2.0|2.0|0.47|0.47|0.037|0.037|0.071|0.071|0.08917021672758628|3.6548705596442526|0|0|1
G-4.9|1000.0|0.545|0.09487|1.119|0.0|0.515|0.13|0.0|0.0|2.0|2.0|0.4|0.4|0.042|0.042|0.07|0.07|0.13|1.9550114805564984|0|0|1
C-26.8|50.0|0.405|0.129|1.2616600791|0.0|0.405|0.0|0.0|0.0|2.0|2.0|0.47|0.47|0.047|0.047|0.10125|0.1215|0.1485|2.4852716288052155|0|0|1
D-9.81|250.0|0.094|0.047|2.82|0.0|0.094|0.0|0.0|0.0|2.5|2.5|1.0|1.0|0.0|0.0|0.16|0.16|0.0|12.416161578245527|0|0|1
D-24.22|1000.0|0.8|0.127|1.7745454545|0.0|0.8|0.0|0.0|0.0|4.0|4.0|1.0|1.0|0.0|0.0|0.0|0.0|0.0|4.916583228454304|0|0|1
F-33.28|50.0|0.3|0.0527|0.88667194|0.0|0.139|0.36|0.0|0.0|0.0|0.0|1.0|1.0|0.0|0.0|0.176|0.176|0.0|1.227481820164684|0|0|1
F-12.9|1000.0|0.7|0.11866666666666666|1.657488059283284|0.0|0.7|0.0|0.1499999999999999|1.0|2.0|0.0|1.0|1.0|0.0|0.0|0.17999999999999994|0.17999999999999994|0.0|4.289334896617541|0|0|1
D-38.9|40.0|0.2|0.0417|0.8034|0.0|0.2|0.0|0.0|0.0|5.214|5.214|1.0|1.0|0.0|0.0|0.075|0.075|0.0|1.0077499698066796|0|0|1
F-4.6|1000.0|0.4215686274509804|0.08980392156862745|1.3111713514080454|0.0|0.28431372549019607|0.28431372549019607|-0.04313725490196079|0.0|0.0|3.0|1.0|1.0|0.0|0.0|0.09803921568627451|0.14705882352941177|0.0|2.6841577867897275|0|0|1
F-38.68|1000.0|0.55|0.06|1.7272727|0.0|0.4|0.15|-0.05|0.0|0.0|0.5773503|1.0|1.0|0.0|0.0|0.2|0.2|0.0|4.658123051373019|0|0|1
D-38.10|40.0|0.2|0.04159|0.8695|0.0|0.2|0.0|0.0|0.0|5.214|5.214|1.0|1.0|0.0|0.0|0.075|0.075|0.0|1.180397583376259|0|0|1
D-21.17|52.0|0.4|0.163|1.9636363636|0.0|0.4|0.0|-0.155|0.15|2.0|0.0|1.0|1.0|0.0|0.0|0.3|0.3|0.0|6.0202048736798845|0|0|1
G-4.64|1000.0|0.455|0.1314|1.598|0.0|0.425|0.13|0.0|0.0|2.0|2.0|0.4|0.4|0.042|0.042|0.16|0.16|0.13|3.986967440125509|0|0|1
A-35.96|1000.0|0.75|0.22|1.6181818182|0.0|0.75|0.0|0.0|0.0|2.0|2.0|0.4|0.4|0.051|0.051|0.35|0.35|0.204|4.0883095685233295|0|0|1
F-38.121|1000.0|0.65|0.09|1.0|0.0|0.5|0.15|0.0|0.0|0.0|0.0|1.0|1.0|0.0|0.0|0.1|0.1|0.0|1.5613099917314934|0|0|1
A-34.161|52.0|0.4|0.163|1.7454545455|0.0|0.4|0.0|0.0|0.0|2.0|2.0|0.55|0.55|0.045|0.045|0.24|0.24|0.15|4.756705085800618|0|0|1
D-42.35|20.0|0.16|0.09108|1.156545|0.0|0.16|0.0|0.0|0.0|2.0|2.0|1.0|1.0|0.0|0.0|0.1|0.1|0.0|2.0884025259005785|0|0|1
D-44.56|111.11111111111109|0.41|0.08397|1.587|0.0|0.41|0.0|0.0|0.0|2.0|2.0|1.0|1.0|0.0|0.0|0.21|0.21|0.0|3.932266944565195|0|0|1
A-33.1|200.0|0.525|0.15595|1.4404343353|0.0|0.525|0.0|0.0|0.0|2.0|2.0|0.4|0.4|0.06845|0.06845|0.18|0.18|0.2|3.239485713676826|0|0|1
E-15.145|20.0|0.47|0.1069|1.352|0.0|0.44|0.0|0.04|0.5|1.25|1.25|0.4|0.4|0.0198|0.0198|0.17|0.17|0.17|2.853924779125964|0|0|1
G-4.49|1000.0|0.485|0.09743|1.432|0.0|0.455|0.13|0.0|0.0|2.0|2.0|0.4|0.4|0.042|0.042|0.13|0.13|0.13|3.2016597404844016|0|0|1
G-3.33|1000.0|0.455|0.1139|1.22|10.0|0.425|0.13|0.0|0.0|2.0|2.0|0.47|0.47|0.04|0.04|0.16|0.16|0.13|2.3238537916931548|0|0|1
G-2.90|1000.0|0.545|0.09933|1.426|25.0|0.515|0.13|0.0|0.0|2.0|2.0|0.4|0.4|0.042|0.042|0.07|0.07|0.13|3.17488639674619|0|0|1
C-28.21|50.0|0.405|0.129|1.2616600791|0.0|0.405|0.0|0.0|0.0|1.3333333333|1.3333333333|0.47|0.47|0.047|0.047|0.081|0.20925|0.24975|2.4852716288052155|0|0|1
D-43.223|1000.0|0.525|0.1741|1.63|0.0|0.525|0.0|0.0|0.0|1.0|1.0|1.0|1.0|0.0|0.0|0.04499999999999993|0.04499999999999993|0.0|4.148244517031404|0|0|1
A-35.9|1000.0|0.75|0.24840882|2.7|0.0|0.75|0.0|0.0|0.0|2.0|2.0|0.4|0.4|0.051|0.051|0.35|0.35|0.204|11.381949839722589|0|0|1
F-35.43|13.0|1.28|0.5122|4.182|0.0|1.28|0.0|0.0|0.0|0.1|0.1|1.0|1.0|0.0|0.0|0.95|0.95|0.0|27.30594404783107|0|0|1
G-15.69|1000.0|0.72|0.134|1.8|40.0|0.72|0.0|0.0|0.0|4.0|4.0|1.0|1.0|0.0|0.0|0.24|0.24|0.0|5.058644373210039|0|0|1
D-21.27|52.0|0.5|0.203|1.7454545455|0.0|0.5|0.0|-0.055|0.0|2.0|0.0|1.0|1.0|0.0|0.0|0.2|0.2|0.0|4.756705085800618|0|0|1
A-35.80|1000.0|0.75|0.22|1.6181818182|0.0|0.75|0.0|0.0|0.0|2.0|2.0|0.4|0.4|0.051|0.051|0.35|0.35|0.204|4.0883095685233295|0|0|1
E-20.108|20.0|0.16|0.0904|1.1616|0.0|0.16|0.0|0.04|0.4|2.0|2.0|1.0|1.0|0.0|0.0|0.1|0.1|0.0|2.1066983045167835|0|0|1
D-22.217|20.0|0.3|0.1825|2.4480472218|0.0|0.3|0.0|0.0|0.0|4.0|4.0|1.0|1.0|0.0|0.0|0.2|0.2|0.0|9.356829607813397|0|0|1
D-42.154|20.0|0.16|0.0417|0.8211|0.0|0.08|0.8|0.0|0.0|1.0|1.0|1.0|1.0|0.0|0.0|0.1|0.1|0.0|1.05264333085043|0|0|1
A-3.25|1000.0|0.515|0.0784|1.286|0.0|0.485|0.13|0.0|0.0|2.0|2.0|0.4|0.4|0.042|0.042|0.1|0.1|0.13|2.5820882190855765|0|0|1
D-44.55|111.11111111111113|0.46|0.1332|1.64|0.0|0.46|0.0|0.0|0.0|2.0|2.0|1.0|1.0|0.0|0.0|0.16|0.16|0.0|4.199299353761024|0|0|1
E-47.59|111.1111|0.41|0.1407|2.152|0.0|0.41|0.0|-0.215|0.0|3.0|100.0|1.0|1.0|0.0|0.0|0.22|0.22|1.0|7.230588947947687|0|0|1
E-48.42|111.1111|0.43|0.1083|1.609|0.0|0.43|0.0|-0.15365|0.0|2.0|50.0|1.0|1.0|0.0|0.0|0.157|0.196699|0.0|4.04204577270382|0|0|1
F-21.13|50.0|0.43|0.19|2.727|0.0|0.43|0.0|0.0|0.0|0.0|0.0|1.0|1.0|0.0|0.0|0.373|0.373|0.0|11.61072703150101|0|0|1
G-15.59|1000.0|0.72|0.116|1.7818182|20.0|0.72|0.0|0.0|0.0|4.0|4.0|1.0|1.0|0.0|0.0|0.24|0.24|0.0|4.956965774084636|0|0|1
E-15.43|20.0|0.47|0.09643|1.296|0.0|0.44|0.0|0.04|0.4|1.25|1.25|0.4|0.4|0.0198|0.0198|0.08|0.08|0.38|2.622401243072084|0|0|1
E-15.231|20.0|0.47|0.1065|1.128|0.0|0.44|0.0|0.04|0.4|1.25|1.25|0.4|0.4|0.0198|0.0198|0.11|0.11|0.24|1.986585852519284|0|0|1
F-32.21|10.0|0.086|0.07186|1.527|0.0|0.086|0.0|0.0|0.0|0.2|0.2|1.0|1.0|0.0|0.0|0.148|0.148|0.0|3.640551785710083|0|0|1
D-44.53|111.11111111111113|0.46|0.1068|1.603|0.0|0.46|0.0|0.0|0.0|2.0|2.0|1.0|1.0|0.0|0.0|0.16|0.16|0.0|4.011956206543171|0|0|1
D-43.84|1000.0|0.55|0.06647|0.9713|0.0|0.55|0.0|0.0|0.0|1.7320508075688774|1.7320508075688774|1.0|1.0|0.0|0.0|0.019999999999999907|0.019999999999999907|0.0|1.4729768336331952|0|0|1
D-22.164|50.0|0.3|0.126|2.2002908899|0.0|0.3|0.0|0.0|0.0|4.0|4.0|1.0|1.0|0.0|0.0|0.2|0.2|0.0|7.558738837046095|0|0|1
D-43.143|1000.0|0.525|0.1324|1.598|0.0|0.525|0.0|0.0|0.0|1.4281480067421146|1.4281480067421146|1.0|1.0|0.0|0.0|0.04499999999999993|0.04499999999999993|0.0|3.986967440125509|0|0|1
A-2.13|1000.0|0.7164999999999999|0.05068|0.8567|0.0|0.7164999999999999|0.0|0.0|0.0|1.5|1.5|0.4|0.4|0.03|0.03|0.062|0.062|0.09018828506763074|1.1458998770373545|0|0|1
D-22.206|50.0|0.4|0.129|2.4728675763|0.0|0.4|0.0|0.0|0.0|4.0|4.0|1.0|1.0|0.0|0.0|0.1|0.1|0.0|9.547526214311565|0|0|1
E-48.87|111.1111|0.45|0.108|1.606|0.0|0.45|0.0|-0.13633|0.0|2.0|50.0|1.0|1.0|0.0|0.0|0.143|0.203337|0.0|4.026986937833571|0|0|1
A-35.18|1000.0|0.75|0.155261|2.7|0.0|0.75|0.0|0.0|0.0|2.0|2.0|0.4|0.4|0.051|0.051|0.35|0.35|0.204|11.381949839722589|0|0|1
G-22.50|102.0|0.1225|0.070425|1.3823897|6.0|0.1225|0.0|0.0225|0.0|2.0|4.0|0.4|0.4|0.03125|0.03125|0.09|0.09|0.1|2.983665396838267|0|0|1
G-3.56|1000.0|0.485|0.1215|1.537|25.0|0.455|0.13|0.0|0.0|2.0|2.0|0.47|0.47|0.04|0.04|0.13|0.13|0.13|3.6883903238567357|0|0|1
E-15.344|20.0|0.47|0.1343|1.474|0.0|0.44|0.0|-0.04|0.65|1.25|1.25|0.4|0.4|0.0388|0.0388|0.11|0.11|0.17|3.3922207475952146|0|0|1
E-20.92|20.0|0.16|0.051|0.8778|0.0|0.16|0.0|0.04|0.4|2.0|2.0|1.0|1.0|0.0|0.0|0.06|0.06|0.0|1.2030406220492442|0|0|1
F-33.30|50.0|0.3|0.0754|0.92774704|0.0|0.139|0.36|0.0|0.0|0.0|0.0|1.0|1.0|0.0|0.0|0.176|0.176|0.0|1.3438422585270435|0|0|1
C-38.8|1000.0|0.59|0.1771|2.0|0.0|0.59|0.0|0.0|0.0|2.5|2.5|0.43|0.43|0.06|0.06|0.11|0.2|0.18|6.245239966925974|0|0|1
D-22.35|10.0|0.3|0.1984|1.9807090145|0.0|0.3|0.0|0.0|0.0|2.0|2.0|1.0|1.0|0.0|0.0|0.2|0.2|0.0|6.125344162492722|0|0|1
D-43.344|1000.0|0.525|0.1035|1.372|0.0|0.525|0.0|0.0|0.0|0.36397023426620245|0.36397023426620245|1.0|1.0|0.0|0.0|0.04499999999999993|0.04499999999999993|0.0|2.938984947475496|0|0|1
C-50.24|43.0|0.2211507028|0.1274|1.6202978324|0.0|0.140037594|0.234962406|0.0|0.0|1.5|1.5|0.47|0.47|0.04400004233622639|0.04400004233622639|0.1466165414|0.1635338346|0.5639097744|4.099008708989208|0|0|1
C-5.7|1000.0|0.6725|0.1041|1.096|0.0|0.6725|0.0|0.0|0.0|1.5|1.5|0.45|0.45|0.0566|0.0566|0.142|0.142|0.08995166486718024|1.8754705430277379|0|0|1
D-20.75|1000.0|0.68|0.1|1.62|0.0|0.68|0.0|0.08|1.0|4.0|4.0|1.0|1.0|0.0|0.0|0.11|0.11|0.0|4.0975019423001315|0|0|1
C-61.16|500.0|0.604|0.1696|1.8363636364|0.0|0.404|0.16|0.0|0.0|1.5|1.5|0.47|0.47|0.0576|0.0576|0.212|0.176|0.16|5.265098587201234|0|0|1
F-30.9|10.0|0.09|0.05698|1.055|0.0|0.09|0.0|0.0|0.0|0.0|0.0|1.0|1.0|0.0|0.0|0.15|0.15|0.0|1.7377770535469452|0|0|1
D-26.55|1000.0|1.0|0.072|1.47|0.0|1.0|0.0|0.0|0.0|6.0|6.0|1.0|1.0|0.0|0.0|0.05|0.05|0.0|3.373834761132584|0|0|1
A-41.23|30.7865169|0.3|0.1496|1.901|0.0|0.3|0.0|0.0|0.0|4.0|4.0|0.4|0.4|0.0625|0.0625|0.125|0.125|0.2|5.642263609429262|0|0|1
D-42.7|20.0|0.16|0.03268|0.684909|0.0|0.16|0.0|0.0|0.0|1.0|1.0|1.0|1.0|0.0|0.0|0.08|0.08|0.0|0.7324110452827488|0|0|1
A-35.132|1000.0|0.75|0.18|2.7|0.0|0.75|0.0|0.0|0.0|2.0|2.0|0.4|0.4|0.051|0.051|0.35|0.35|0.204|11.381949839722589|0|0|1
E-15.45|20.0|0.47|0.1125|1.378|0.0|0.44|0.0|0.04|0.4|1.25|1.25|0.4|0.4|0.0198|0.0198|0.08|0.08|0.38|2.964746562339065|0|0|1
G-2.74|1000.0|0.455|0.1108|1.555|10.0|0.425|0.13|0.0|0.0|2.0|2.0|0.4|0.4|0.042|0.042|0.16|0.16|0.13|3.7752865927565438|0|0|1
E-15.484|20.0|0.37|0.1341|1.424|0.0|0.34|0.0|-0.17|0.0|1.25|1.25|0.4|0.4|0.0388|0.0388|0.17|0.17|0.31|3.1659869297933203|0|0|1
A-34.179|52.0|0.4|0.128|1.7454545455|0.0|0.4|0.0|-0.155|0.15|2.0|0.0|0.55|0.55|0.045|0.045|0.24|0.24|0.0|4.756705085800618|0|0|1
A-41.98|76.475518|0.25|0.1352|1.703|0.0|0.25|0.0|0.0|0.0|4.0|4.0|0.4|0.4|0.0625|0.0625|0.175|0.175|0.2|4.528125289809603|0|0|1
C-38.15|1000.0|0.55|0.174|2.0|0.0|0.55|0.0|0.0|0.0|2.5|2.5|0.43|0.43|0.06|0.06|0.15|0.24|0.18|6.245239966925974|0|0|1
G-15.37|1000.0|0.72|0.135|1.7727273|0.0|0.72|0.0|0.0|0.0|4.0|4.0|1.0|1.0|0.0|0.0|0.24|0.24|0.0|4.906513575398574|0|0|1
C-26.3|50.0|0.405|0.129|1.2616600791|0.0|0.405|0.0|0.0|0.0|2.0|2.0|0.47|0.47|0.047|0.047|0.081|0.1215|0.1485|2.4852716288052155|0|0|1
F-36.38|1000.0|0.172|0.0654|1.05|0.0|0.172|0.0|-0.0333|0.0|0.0|-5.0|1.0|1.0|0.0|0.0|0.0583|0.1|0.0|1.7213442658839715|0|0|1
