Label|m|h|Hm0 toe|Tm1,0t|β|ht|Bt|hb|B|cotad|cotau|gf_d|gf_u|D50_d|D50_u|Ac|Rc|Gc|Lm0|Kr|Kt|q
D-26.80|1000.0|1.0|0.106|2.01|0.0|1.0|0.0|0.0|0.0|6.0|6.0|1.0|1.0|0.0|0.0|0.05|0.05|0.0|6.307848497594405|0|0|1
D-42.117|20.0|0.16|0.0282|0.6793|0.0|0.08|0.4|0.0|0.0|2.0|2.0|1.0|1.0|0.0|0.0|0.08|0.08|0.0|0.7204641381064102|0|0|1
A-39.13|1000.0|0.53|0.1273|1.45454545|0.0|0.53|0.0|0.0|0.0|1.5|1.5|0.4|0.4|0.06|0.06|0.17|0.17|0.18|3.303267399877407|0|0|1
E-20.198|20.0|0.16|0.0672|1.0282|0.0|0.16|0.0|0.08|0.8|4.0|4.0|1.0|1.0|0.0|0.0|0.1|0.1|0.0|1.6506094914229743|0|0|1
D-34.27|1000.0|0.5|0.0931|1.69254545|0.0|0.5|0.0|0.0|0.0|1.19175359|1.19175359|1.0|1.0|0.0|0.0|0.087|0.087|0.0|4.472700503037035|0|0|1
D-43.144|1000.0|0.525|0.185|1.913|0.0|0.525|0.0|0.0|0.0|1.4281480067421146|1.4281480067421146|1.0|1.0|0.0|0.0|0.04499999999999993|0.04499999999999993|0.0|5.713721645130829|0|0|1
A-35.55|1000.0|0.75|0.27951612|1.6181818182|0.0|0.75|0.0|0.0|0.0|2.0|2.0|0.4|0.4|0.051|0.051|0.35|0.35|0.204|4.0883095685233295|0|0|1
D-30.29|1000.0|0.5|0.1347|1.4318181818|0.0|0.5|0.0|0.0|0.0|4.0|4.0|1.0|1.0|0.0|0.0|0.243|0.243|0.0|3.200846775322788|0|0|1
D-22.50|50.0|0.3|0.1709|2.1197924427|0.0|0.3|0.0|0.0|0.0|4.0|4.0|1.0|1.0|0.0|0.0|0.2|0.2|0.0|7.015777674245199|0|0|1
D-43.297|1000.0|0.55|0.1676|1.842|0.0|0.55|0.0|0.0|0.0|0.577350269189626|0.577350269189626|1.0|1.0|0.0|0.0|0.019999999999999907|0.019999999999999907|0.0|5.297468594785255|0|0|1
D-26.82|1000.0|1.0|0.048|2.01|0.0|1.0|0.0|0.0|0.0|6.0|6.0|1.0|1.0|0.0|0.0|0.05|0.05|0.0|6.307848497594405|0|0|1
C-52.11|120.0|0.3234441222|0.1226857015|1.4093546701|0.0|0.2297568592|0.169529333|0.0|0.0|2.0|2.0|0.47|0.47|0.04072846049135154|0.04072846049135154|0.2007584207|0.1672986839|0.1940664733|3.10119972551124|0|0|1
G-4.45|1000.0|0.485|0.1054|1.124|0.0|0.455|0.13|0.0|0.0|2.0|2.0|0.4|0.4|0.042|0.042|0.13|0.13|0.13|1.9725215721137677|0|0|1
E-3.10|350.0|0.292|0.1332|2.6727272727|0.0|0.252|0.416|0.022|0.544|7.0|7.0|0.4|0.4|0.024|0.024|0.14|0.14|0.296|11.153172763847042|0|0|1
A-34.106|52.0|0.4|0.163|1.7454545455|0.0|0.4|0.0|-0.155|0.15|2.0|0.0|0.55|0.55|0.045|0.045|0.24|0.24|0.0|4.756705085800618|0|0|1
D-42.26|20.0|0.16|0.02932|0.679273|0.0|0.16|0.0|0.0|0.0|2.0|2.0|1.0|1.0|0.0|0.0|0.08|0.08|0.0|0.7204068669592265|0|0|1
F-25.32|50.0|0.5|0.182|2.1545454545|0.0|0.5|0.0|0.0|0.0|0.0|0.0|1.0|1.0|0.0|0.0|0.25|0.25|0.0|7.247704208418673|0|0|1
D-20.35|1000.0|0.6|0.15|1.51|0.0|0.6|0.0|0.0|0.4|3.0|3.0|1.0|1.0|0.0|0.0|0.24|0.24|0.0|3.559942912146978|0|0|1
G-2.84|1000.0|0.545|0.09333|1.314|25.0|0.515|0.13|0.0|0.0|2.0|2.0|0.4|0.4|0.042|0.042|0.07|0.07|0.13|2.69575158648363|0|0|1
A-34.56|52.0|0.5|0.122|1.5272727273|0.0|0.5|0.0|-0.055|0.15|2.0|0.0|0.55|0.55|0.045|0.045|0.17|0.17|0.0|3.6418523312564854|0|0|1
D-45.17|120.0|0.44|0.07396|1.342|0.0|0.44|0.0|0.0|0.0|2.0|2.0|1.0|1.0|0.0|0.0|0.13|0.18|0.0|2.811863087948718|0|0|1
A-41.36|30.7865169|0.3|0.1276|2.56|0.0|0.3|0.0|0.0|0.0|4.0|4.0|0.4|0.4|0.0625|0.0625|0.125|0.125|0.2|10.232201161811515|0|0|1
D-23.29|1000.0|0.7|0.16|1.7745454545|0.0|0.7|0.0|0.0|0.0|6.0|6.0|1.0|1.0|0.0|0.0|0.1|0.1|0.0|4.916583228454304|0|0|1
E-22.8|50.0|2.25|0.8959|6.1190909091|0.0|1.6|1.0|0.7|1.0|3.0|0.0|0.46|0.46|0.259086063078286|0.259086063078286|0.8|0.8|0.0|58.46055712273077|0|0|1
G-24.29|20.0|0.16|0.07124|1.0281818|30.0|0.16|0.0|0.0|0.0|4.0|4.0|1.0|1.0|0.0|0.0|0.1|0.1|0.0|1.6505510576029634|0|0|1
A-38.17|100.0|0.25|0.1002|1.1|0.0|0.19|0.1|0.0|0.0|2.25|2.25|0.4|0.4|0.031|0.031|0.132|0.132|0.2|1.8891850899951073|0|0|1
A-3.7|1000.0|0.515|0.1038|1.18|0.0|0.485|0.13|0.0|0.0|2.0|2.0|0.4|0.4|0.042|0.042|0.1|0.1|0.13|2.1739680324869313|0|0|1
D-43.216|1000.0|0.55|0.09476|1.559|0.0|0.55|0.0|0.0|0.0|1.0|1.0|1.0|1.0|0.0|0.0|0.019999999999999907|0.019999999999999907|0.0|3.794734270013552|0|0|1
E-20.157|20.0|0.16|0.0572|1.1165|0.0|0.16|0.0|0.04|0.4|4.0|4.0|1.0|1.0|0.0|0.0|0.1|0.1|0.0|1.9462857093402093|0|0|1
D-1.3|1000.0|0.7565|0.1095|1.096|0.0|0.7565|0.0|0.0|0.0|1.5|1.5|1.0|1.0|0.0|0.0|0.11|0.11|0.0|1.8754705430277379|0|0|1
E-15.466|20.0|0.37|0.1253|1.923|0.0|0.34|0.0|0.04|0.5|1.25|1.25|0.4|0.4|0.0388|0.0388|0.17|0.17|0.31|5.77361349641365|0|0|1
E-15.217|20.0|0.47|0.1003|1.577|0.0|0.44|0.0|0.04|0.5|1.25|1.25|0.4|0.4|0.0198|0.0198|0.17|0.17|0.31|3.882867096426811|0|0|1
G-16.13|1000.0|0.3234441|0.0847647|1.2735787|6.0|0.23042605|0.1048405|0.0|0.0|1.5|1.5|0.47|0.47|0.06447766395794109|0.06447766395794109|0.1672987|0.16729868|0.2342182|2.5324490300782894|0|0|1
G-15.146|1000.0|0.72|0.114|1.1090909|10.0|0.72|0.0|0.0|0.0|4.0|4.0|1.0|1.0|0.0|0.0|0.15|0.15|0.0|1.9205402922290837|0|0|1
A-38.26|100.0|0.25|0.0861|1.45454545|0.0|0.19|0.1|0.0|0.0|2.0|2.0|0.4|0.4|0.037|0.037|0.132|0.132|0.2|3.303267399877407|0|0|1
A-34.32|52.0|0.4|0.163|1.9636363636|0.0|0.4|0.0|-0.155|0.15|2.0|0.0|0.55|0.55|0.045|0.045|0.36|0.36|0.0|6.0202048736798845|0|0|1
A-3.94|1000.0|0.455|0.1366|1.278|0.0|0.425|0.13|0.0|0.0|2.0|2.0|0.4|0.4|0.042|0.042|0.16|0.16|0.13|2.5500626285351804|0|0|1
E-48.79|111.1111|0.45|0.1697|1.924|0.0|0.45|0.0|-0.14|0.0|2.0|50.0|1.0|1.0|0.0|0.0|0.15|0.209996|0.0|5.7796198559518395|0|0|1
D-9.66|100.0|0.353|0.13|1.74|0.0|0.353|0.0|0.0|0.0|2.5|2.5|1.0|1.0|0.0|0.0|0.4|0.4|0.0|4.72702213096627|0|0|1
A-33.8|200.0|0.6|0.12945|1.3800604999|0.0|0.6|0.0|0.0|0.0|2.0|2.0|0.4|0.4|0.06845|0.06845|0.105|0.105|0.2|2.9736194610797195|0|0|1
D-44.74|111.1111111111111|0.36|0.1161|2.081|0.0|0.36|0.0|0.0|0.0|3.0|3.0|1.0|1.0|0.0|0.0|0.26|0.26|0.0|6.7613481591027265|0|0|1
A-41.67|30.7865169|0.3|0.1241|1.94|0.0|0.3|0.0|0.0|0.0|4.0|4.0|0.4|0.4|0.0625|0.0625|0.125|0.125|0.2|5.876146284880648|0|0|1
A-39.14|1000.0|0.53|0.1383|1.45454545|0.0|0.53|0.0|0.0|0.0|1.5|1.5|0.4|0.4|0.06|0.06|0.17|0.17|0.18|3.303267399877407|0|0|1
D-44.24|111.11111111111113|0.46|0.1621|1.549|0.0|0.46|0.0|0.0|0.0|2.0|2.0|1.0|1.0|0.0|0.0|0.16|0.16|0.0|3.7462087554705366|0|0|1
D-43.340|1000.0|0.525|0.07089|0.9764|0.0|0.525|0.0|0.0|0.0|0.36397023426620245|0.36397023426620245|1.0|1.0|0.0|0.0|0.04499999999999993|0.04499999999999993|0.0|1.488485747334762|0|0|1
F-11.163|1000.0|0.85|0.16516666666666666|1.732197496438171|0.0|0.85|0.0|0.29999999999999993|0.3333333333333333|2.0|0.0|1.0|1.0|0.0|0.0|0.029999999999999916|0.029999999999999916|0.0|4.684723380888613|0|0|1
G-19.3|1000.0|0.7|0.059|0.8969369|0.0|0.7|0.0|0.0|0.0|0.0|0.0|1.0|1.0|0.0|0.0|0.07|0.07|0.0|1.2560673348767146|0|0|1
A-2.33|1000.0|0.7164999999999999|0.07003|0.8971|0.0|0.7164999999999999|0.0|0.0|0.0|2.0|2.0|0.4|0.4|0.03|0.03|0.062|0.062|0.09018828506763074|1.2565241857627016|0|0|1
D-32.4|100.0|0.226|0.125212|2.26|0.0|0.226|0.0|0.0|0.0|3.0|3.0|1.0|1.0|0.0|0.0|0.349|0.349|0.0|7.9745469137677745|0|0|1
G-3.66|1000.0|0.455|0.1191|1.542|25.0|0.425|0.13|0.0|0.0|2.0|2.0|0.47|0.47|0.04|0.04|0.16|0.16|0.13|3.712426691179443|0|0|1
E-48.129|111.1111|0.41|0.1273|2.145|0.0|0.41|0.0|-0.135|0.0|3.03|50.0|1.0|1.0|0.0|0.0|0.14|0.22|0.0|7.183626304706394|0|0|1
E-41.3|1000.0|0.5015384615384616|0.17661538461538462|2.009260189685194|0.0|0.25538461538461543|0.15384615384615385|-0.16|0.5230769230769231|1.25|3.0|0.4|0.4|0.047846153846153844|0.047846153846153844|0.23692307692307693|0.23692307692307693|0.15384615384615385|6.3032059577188|0|0|1
D-26.59|1000.0|1.0|0.08|1.47|0.0|1.0|0.0|0.0|0.0|6.0|6.0|1.0|1.0|0.0|0.0|0.05|0.05|0.0|3.373834761132584|0|0|1
D-22.225|10.0|0.3|0.20635|2.2112476229|0.0|0.3|0.0|0.0|0.0|4.0|4.0|1.0|1.0|0.0|0.0|0.2|0.2|0.0|7.634206394253597|0|0|1
A-41.149|30.4044944|0.25|0.1263|1.95|0.0|0.25|0.0|0.0|0.0|4.0|4.0|0.4|0.4|0.0625|0.0625|0.175|0.175|0.2|5.936881243559004|0|0|1
E-15.573|20.0|0.37|0.1072|1.598|0.0|0.34|0.0|0.04|0.5|1.25|1.25|0.4|0.4|0.0323|0.0323|0.17|0.17|0.31|3.986967440125509|0|0|1
E-20.113|20.0|0.16|0.0502|0.8524|0.0|0.16|0.0|0.0|0.4|2.0|2.0|1.0|1.0|0.0|0.0|0.04|0.04|0.0|1.134425606937821|0|0|1
E-20.189|20.0|0.16|0.051|0.8778|0.0|0.16|0.0|0.04|0.8|1.0|1.0|1.0|1.0|0.0|0.0|0.1|0.1|0.0|1.2030406220492442|0|0|1
E-48.67|111.1111|0.48|0.1709|1.667|0.0|0.48|0.0|-0.11|0.0|2.0|50.0|1.0|1.0|0.0|0.0|0.12|0.159996|0.0|4.338707161612738|0|0|1
F-35.39|13.0|1.28|0.3366|2.578|0.0|1.28|0.0|0.0|0.0|0.1|0.1|1.0|1.0|0.0|0.0|0.95|0.95|0.0|10.37659735508681|0|0|1
E-20.75|20.0|0.16|0.0676|0.9918|0.0|0.16|0.0|0.08|0.4|2.0|2.0|1.0|1.0|0.0|0.0|0.1|0.1|0.0|1.535809490350941|0|0|1
D-36.16|35.5077808|0.195|0.07388|1.973|0.0|0.195|0.0|0.0|0.0|2.7|2.7|1.0|1.0|0.0|0.0|0.185|0.185|0.0|6.077756682802946|0|0|1
A-3.44|1000.0|0.545|0.09451|1.125|0.0|0.515|0.13|0.0|0.0|2.0|2.0|0.4|0.4|0.042|0.042|0.07|0.07|0.13|1.9760329582851712|0|0|1
E-21.74|50.0|1.82|1.262|6.357|0.0|1.82|0.0|0.77|1.45|4.0|8.0|0.95|0.95|0.0|0.0|1.27|1.27|0.0|63.094799104047674|0|0|1
D-30.40|1000.0|0.5|0.148|1.7454545455|0.0|0.5|0.0|0.0|0.0|4.0|4.0|1.0|1.0|0.0|0.0|0.2255|0.2255|0.0|4.756705085800618|0|0|1
A-38.46|100.0|0.25|0.1064|1.00909091|0.0|0.19|0.1|0.0|0.0|2.0|2.0|0.4|0.4|0.036|0.036|0.132|0.132|0.2|1.589826482874778|0|0|1
A-2.4|1000.0|0.6835|0.09346|1.189|0.0|0.6835|0.0|0.0|0.0|1.5|1.5|0.4|0.4|0.03|0.03|0.095|0.095|0.09018828506763074|2.207256722820639|0|0|1
A-3.83|1000.0|0.485|0.1108|1.847|0.0|0.455|0.13|0.0|0.0|2.0|2.0|0.4|0.4|0.042|0.042|0.13|0.13|0.13|5.326266957582742|0|0|1
A-41.54|30.7865169|0.3|0.1176|2.256|0.0|0.3|0.0|0.0|0.0|4.0|4.0|0.4|0.4|0.0625|0.0625|0.125|0.125|0.2|7.946343410077136|0|0|1
D-45.78|111.1111|0.527|0.08524|1.228|0.0|0.527|0.0|0.0|0.0|2.0|2.0|1.0|1.0|0.0|0.0|0.01|0.093|0.0|2.3544304865712244|0|0|1
F-11.102|1000.0|0.7|0.1|1.4786010810982093|0.0|0.7|0.0|0.06666666666666672|0.5|2.0|0.0|1.0|1.0|0.0|0.0|0.18|0.18|0.0|3.413431388997265|0|0|1
E-20.44|20.0|0.16|0.0564|1.1165|0.0|0.16|0.0|0.04|0.4|1.0|1.0|1.0|1.0|0.0|0.0|0.1|0.1|0.0|1.9462857093402093|0|0|1
F-11.208|1000.0|0.85|0.17416666666666666|1.6893314259394652|0.0|0.85|0.0|0.29999999999999993|0.6666666666666666|2.0|0.0|1.0|1.0|0.0|0.0|0.09999999999999998|0.09999999999999998|0.0|4.455729947676333|0|0|1
C-31.16|50.0|0.405|0.129|1.2616600791|0.0|0.405|0.0|0.0|0.0|1.3333333333|1.3333333333|0.38|0.38|0.04198|0.04198|0.081|0.081|0.351|2.4852716288052155|0|0|1
E-20.81|20.0|0.16|0.069|1.0158|0.0|0.16|0.0|0.08|0.4|2.0|2.0|1.0|1.0|0.0|0.0|0.12|0.12|0.0|1.6110371528965446|0|0|1
G-3.237|1000.0|0.485|0.1196|1.268|60.0|0.455|0.13|0.0|0.0|2.0|2.0|0.47|0.47|0.04|0.04|0.13|0.13|0.13|2.510311676145697|0|0|1
D-43.314|1000.0|0.525|0.02729|0.9244|0.0|0.525|0.0|0.0|0.0|0.577350269189626|0.577350269189626|1.0|1.0|0.0|0.0|0.04499999999999993|0.04499999999999993|0.0|1.334163369656034|0|0|1
D-43.74|1000.0|0.5|0.1654|1.643|0.0|0.5|0.0|0.0|0.0|2.1445069205095586|2.1445069205095586|1.0|1.0|0.0|0.0|0.06999999999999995|0.06999999999999995|0.0|4.2146766958695885|0|0|1
D-43.65|1000.0|0.525|0.1293|1.82|0.0|0.525|0.0|0.0|0.0|2.1445069205095586|2.1445069205095586|1.0|1.0|0.0|0.0|0.04499999999999993|0.04499999999999993|0.0|5.171683216611399|0|0|1
F-38.98|1000.0|0.55|0.06|1.7272727|0.0|0.4|0.15|0.0|0.0|0.0|0.0|1.0|1.0|0.0|0.0|0.2|0.2|0.0|4.658123051373019|0|0|1
E-15.432|20.0|0.37|0.1402|1.348|0.0|0.34|0.0|0.04|0.4|1.25|1.25|0.4|0.4|0.0388|0.0388|0.11|0.11|0.24|2.837062631215264|0|0|1
A-35.135|1000.0|0.75|0.14|3.2363636364|0.0|0.75|0.0|0.0|0.0|2.0|2.0|0.4|0.4|0.051|0.051|0.35|0.35|0.204|16.353238274093318|0|0|1
G-22.25|42.0|0.115|0.0697|1.3700568|6.0|0.115|0.0|0.015|0.0|2.0|4.0|0.4|0.4|0.03125|0.03125|0.0975|0.0975|0.1|2.930665718314634|0|0|1
E-20.120|20.0|0.16|0.0701|1.0158|0.0|0.16|0.0|0.0|0.4|2.0|2.0|1.0|1.0|0.0|0.0|0.08|0.08|0.0|1.6110371528965446|0|0|1
E-15.255|20.0|0.47|0.1139|1.348|0.0|0.44|0.0|-0.04|0.4|1.25|1.25|0.4|0.4|0.0198|0.0198|0.11|0.11|0.24|2.837062631215264|0|0|1
A-41.62|42.3848268|0.3|0.1461|1.787|0.0|0.3|0.0|0.0|0.0|4.0|4.0|0.4|0.4|0.0625|0.0625|0.125|0.125|0.2|4.985838926985607|0|0|1
D-21.15|52.0|0.4|0.163|1.7454545455|0.0|0.4|0.0|-0.155|0.15|2.0|0.0|1.0|1.0|0.0|0.0|0.3|0.3|0.0|4.756705085800618|0|0|1
D-43.207|1000.0|0.55|0.0677|0.9741|0.0|0.55|0.0|0.0|0.0|1.0|1.0|1.0|1.0|0.0|0.0|0.019999999999999907|0.019999999999999907|0.0|1.4814814765153554|0|0|1
E-15.580|20.0|0.37|0.09894|1.907|0.0|0.34|0.0|0.04|0.5|1.25|1.25|0.4|0.4|0.0323|0.0323|0.17|0.17|0.31|5.677936420120345|0|0|1
D-22.139|20.0|0.3|0.1548|2.0236415196|0.0|0.3|0.0|0.0|0.0|2.0|2.0|1.0|1.0|0.0|0.0|0.2|0.2|0.0|6.393759579653668|0|0|1
G-11.5|30.0|0.121|0.0652|1.3620027273|10.0|0.121|0.0|0.0085|0.4|1.0|0.0|0.55|1.0|0.03|0.0|0.21|0.411|0.05|2.896310331543027|0|0|1
E-15.658|20.0|0.25774327122153207|0.05997|1.026|0.0|0.23|0.0|0.02|0.21|1.25|1.25|0.4|0.4|0.0103|0.0103|0.06|0.06|0.16|1.6435535568559414|0|0|1
F-32.28|10.0|0.086|0.06421|1.148|0.0|0.086|0.0|0.0|0.0|0.2|0.2|1.0|1.0|0.0|0.0|0.148|0.148|0.0|2.0576566833429015|0|0|1
D-42.51|20.0|0.16|0.05672|1.116545|0.0|0.16|0.0|0.0|0.0|4.0|4.0|1.0|1.0|0.0|0.0|0.1|0.1|0.0|1.9464426007363804|0|0|1
C-50.22|43.0|0.2211507028|0.1164|1.6202978324|0.0|0.140037594|0.234962406|0.0|0.0|1.5|1.5|0.47|0.47|0.04400004233622639|0.04400004233622639|0.1466165414|0.1635338346|0.5639097744|4.099008708989208|0|0|1
F-38.23|1000.0|0.65|0.12|1.0|0.0|0.5|0.15|0.05|0.0|0.0|1.7320508|1.0|1.0|0.0|0.0|0.1|0.1|0.0|1.5613099917314934|0|0|1
C-3.6|1000.0|0.6739999999999999|0.1032|1.27|0.0|0.6739999999999999|0.0|0.0|0.0|1.5|1.5|0.38|0.38|0.035|0.035|0.135|0.135|0.10473663916603473|2.518236885663726|0|0|1
C-1.6|1000.0|0.6735|0.1026|1.095|0.0|0.6735|0.0|0.0|0.0|1.5|1.5|0.46|0.46|0.032|0.032|0.139|0.139|0.09467251057546976|1.872049712835854|0|0|1
E-22.4|50.0|2.25|0.6246|3.0145454545|0.0|1.6|1.0|0.7|1.0|3.0|0.0|0.46|0.46|0.259086063078286|0.259086063078286|0.8|0.8|0.0|14.188380032994182|0|0|1
A-7.2|100.0|0.168|0.08666666666666667|1.3942028736495136|0.0|0.148|0.0|0.0|0.0|2.5|2.5|0.55|0.55|0.048|0.048|0.11866666666666667|0.11866666666666667|0.13333333333333333|3.034876942605348|0|0|1
E-15.137|20.0|0.47|0.118|1.409|0.0|0.44|0.0|0.04|0.3|1.25|1.25|0.4|0.4|0.0198|0.0198|0.17|0.17|0.17|3.0996390616946914|0|0|1
D-22.2|50.0|0.3|0.10295|2.0683628792|0.0|0.3|0.0|0.0|0.0|2.0|2.0|1.0|1.0|0.0|0.0|0.2|0.2|0.0|6.679479308458284|0|0|1
F-35.33|13.0|1.28|0.3834|2.606|0.0|1.28|0.0|0.0|0.0|0.1|0.1|1.0|1.0|0.0|0.0|0.71|0.71|0.0|10.603224623006618|0|0|1
F-25.8|50.0|0.25|0.133|1.9090909091|0.0|0.25|0.0|0.0|0.0|0.0|0.0|1.0|1.0|0.0|0.0|0.27|0.27|0.0|5.690394267439224|0|0|1
D-43.24|1000.0|0.525|0.1304|1.826|0.0|0.525|0.0|0.0|0.0|2.7474774194546225|2.7474774194546225|1.0|1.0|0.0|0.0|0.04499999999999993|0.04499999999999993|0.0|5.205838433990518|0|0|1
F-21.26|50.0|0.61|0.15|1.745|0.0|0.61|0.0|0.0|0.0|0.0|0.0|1.0|1.0|0.0|0.0|0.193|0.193|0.0|4.7542279575721915|0|0|1
D-20.8|1000.0|0.6|0.1|1.71|0.0|0.6|0.0|0.0|1.0|3.0|3.0|1.0|1.0|0.0|0.0|0.2|0.2|0.0|4.565426546822059|0|0|1
F-30.18|10.0|0.247|0.09369|1.289|0.0|0.247|0.0|0.0|0.0|0.0|0.0|1.0|1.0|0.0|0.0|0.129|0.129|0.0|2.5941493387717025|0|0|1
A-34.94|52.0|0.5|0.122|1.5272727273|0.0|0.5|0.0|-0.055|0.15|2.0|0.0|0.55|0.55|0.045|0.045|0.14|0.14|0.0|3.6418523312564854|0|0|1
F-31.18|10.0|0.248|0.07646|1.004|0.0|0.248|0.0|0.0|0.0|0.1|0.1|1.0|1.0|0.0|0.0|0.128|0.128|0.0|1.5738254526252131|0|0|1
D-43.188|1000.0|0.525|0.1005|1.579|0.0|0.525|0.0|0.0|0.0|1.19175359259421|1.19175359259421|1.0|1.0|0.0|0.0|0.04499999999999993|0.04499999999999993|0.0|3.8927220850946203|0|0|1
D-43.208|1000.0|0.55|0.1329|1.409|0.0|0.55|0.0|0.0|0.0|1.0|1.0|1.0|1.0|0.0|0.0|0.019999999999999907|0.019999999999999907|0.0|3.0996390616946914|0|0|1
F-36.16|1000.0|0.212|0.1074|1.282|0.0|0.212|0.0|-0.033|0.0|0.0|-5.0|1.0|1.0|0.0|0.0|0.058|0.183|0.0|2.5660504428505106|0|0|1
D-44.8|120.0|0.4|0.09502|1.159|0.0|0.4|0.0|0.0|0.0|2.0|2.0|1.0|1.0|0.0|0.0|0.22|0.22|0.0|2.0972780470030723|0|0|1
A-38.69|100.0|0.4|0.1031|1.00909091|0.0|0.34|0.1|0.0|0.0|2.0|2.0|0.4|0.4|0.037|0.037|0.132|0.132|0.2|1.589826482874778|0|0|1
G-3.79|1000.0|0.545|0.1068|1.177|25.0|0.515|0.13|0.0|0.0|2.0|2.0|0.47|0.47|0.04|0.04|0.07|0.07|0.13|2.1629280095353978|0|0|1
F-11.111|1000.0|0.85|0.077|0.9998371768269517|0.0|0.85|0.0|0.21666666666666665|0.5|2.0|0.0|1.0|1.0|0.0|0.0|0.03|0.03|0.0|1.5608015982300532|0|0|1
D-43.1|1000.0|0.55|0.09982|1.19|0.0|0.55|0.0|0.0|0.0|2.7474774194546225|2.7474774194546225|1.0|1.0|0.0|0.0|0.019999999999999907|0.019999999999999907|0.0|2.2109710792909674|0|0|1
D-42.12|20.0|0.16|0.05508|0.871818|0.0|0.16|0.0|0.0|0.0|1.0|1.0|1.0|1.0|0.0|0.0|0.1|0.1|0.0|1.1866996161877363|0|0|1
A-39.67|1000.0|0.55|0.1424|2.0|0.0|0.55|0.0|0.0|0.0|1.5|1.5|0.4|0.4|0.06|0.06|0.15|0.24|0.18|6.245239966925974|0|0|1
F-38.103|1000.0|0.55|0.15|1.7272727|0.0|0.4|0.15|0.0|0.0|0.0|0.0|1.0|1.0|0.0|0.0|0.2|0.2|0.0|4.658123051373019|0|0|1
G-2.77|1000.0|0.455|0.1124|1.169|10.0|0.425|0.13|0.0|0.0|2.0|2.0|0.4|0.4|0.042|0.042|0.16|0.16|0.13|2.1336253436105816|0|0|1
E-30.9|1000.0|0.620625|0.086875|1.0909090909|0.0|0.620625|0.0|0.021875|0.6875|3.0769230769|2.8125|0.4|1.0|0.01139937106918239|0.0|0.078125|0.078125|0.0|1.8580879240131236|0|0|1
E-15.495|20.0|0.37|0.1035|1.305|0.0|0.34|0.0|-0.11|0.0|1.25|1.25|0.4|0.4|0.0388|0.0388|0.11|0.11|0.31|2.658949948668526|0|0|1
F-35.32|13.0|1.28|0.4227|2.625|0.0|1.28|0.0|0.0|0.0|0.1|0.1|1.0|1.0|0.0|0.0|0.71|0.71|0.0|10.75840166177482|0|0|1
A-35.193|1000.0|0.75|0.22|2.7|0.0|0.75|0.0|0.0|0.0|2.0|2.0|0.4|0.4|0.051|0.051|0.35|0.35|0.204|11.381949839722589|0|0|1
E-15.175|20.0|0.47|0.1317|1.476|0.0|0.44|0.0|0.04|0.3|1.25|1.25|0.4|0.4|0.0198|0.0198|0.11|0.11|0.38|3.40143247654643|0|0|1
G-19.34|1000.0|0.7|0.048|0.8279418|20.0|0.7|0.0|0.0|0.0|0.0|0.0|1.0|1.0|0.0|0.0|0.07|0.07|0.0|1.0702586768518205|0|0|1
D-43.326|1000.0|0.5|0.1347|1.827|0.0|0.5|0.0|0.0|0.0|0.577350269189626|0.577350269189626|1.0|1.0|0.0|0.0|0.06999999999999995|0.06999999999999995|0.0|5.211541899390312|0|0|1
D-35.3|30.4044944|0.25|0.09894|2.104|0.0|0.25|0.0|0.0|0.0|4.4|4.4|1.0|1.0|0.0|0.0|0.21|0.21|0.2|6.911632052356844|0|0|1
D-20.48|1000.0|0.68|0.17|1.56|0.0|0.68|0.0|0.08|0.4|4.0|4.0|1.0|1.0|0.0|0.0|0.2|0.2|0.0|3.7996039958777623|0|0|1
E-15.208|20.0|0.47|0.1057|1.128|0.0|0.44|0.0|0.04|0.5|1.25|1.25|0.4|0.4|0.0198|0.0198|0.17|0.17|0.31|1.986585852519284|0|0|1
G-3.101|1000.0|0.455|0.08539|1.111|25.0|0.425|0.13|0.0|0.0|2.0|2.0|0.47|0.47|0.04|0.04|0.16|0.16|0.13|1.9271577103040087|0|0|1
E-15.686|20.0|0.25774327122153207|0.04869|1.14|0.0|0.23|0.0|0.02|0.26|1.25|1.25|0.4|0.4|0.0103|0.0103|0.09|0.09|0.1605|2.0290784652542486|0|0|1
E-20.191|20.0|0.16|0.0886|1.186|0.0|0.16|0.0|0.04|0.8|1.0|1.0|1.0|1.0|0.0|0.0|0.1|0.1|0.0|2.1961323891295517|0|0|1
F-21.38|50.0|0.7|0.2|1.964|0.0|0.7|0.0|0.0|0.0|0.0|0.0|1.0|1.0|0.0|0.0|0.103|0.103|0.0|6.022434785865923|0|0|1
D-31.29|1000.0|0.76|0.156|1.9454545455|0.0|0.76|0.0|0.0|0.0|3.0|0.0|1.0|1.0|0.0|0.0|0.48|0.48|0.0|5.9092357342708|0|0|1
C-49.2|51.18|0.1910994764|0.1102094241|1.5041291043|0.0|0.0732984293|0.1570680628|0.0|0.0|2.0|2.0|0.47|0.47|0.049|0.049|0.1544502618|0.1544502618|0.3468586387|3.5323145363556607|0|0|1
D-32.10|100.0|0.134|0.083842|3.16|0.0|0.134|0.0|0.0|0.0|3.0|3.0|1.0|1.0|0.0|0.0|0.266|0.266|0.0|15.590617053434002|0|0|1
A-39.87|1000.0|0.53|0.1784|1.45454545|0.0|0.53|0.0|0.0|0.0|1.5|1.5|0.4|0.4|0.06|0.06|0.17|0.35|0.18|3.303267399877407|0|0|1
