Label|m|h|Hm0 toe|Tm1,0t|Tp toe|β|ht|Bt|hb|B|cotad|cotau|gf_d|gf_u|D50_d|D50_u|Ac|Rc|Gc|Kr|Kt|q
A-1.2|1000|0.8|0.0905|1.3|1.43|0|0.8|0|0|0|1.5|1.5|0.4|0.4|0.036|0.036|0.35|0.35|0.2|0|0|1
A-1.3|1000|0.8|0.123|1.2909090909090908|1.42|0|0.8|0|0|0|1.5|1.5|0.4|0.4|0.036|0.036|0.35|0.35|0.2|0|0|1
A-1.4|1000|0.8|0.1386|1.3|1.43|0|0.8|0|0|0|1.5|1.5|0.4|0.4|0.036|0.036|0.35|0.35|0.2|0|0|1
A-1.5|1000|0.8|0.1004|1.3|1.43|0|0.8|0|0|0|1.5|1.5|0.4|0.4|0.036|0.036|0.35|0.35|0.2|0|0|1
A-1.6|1000|0.8|0.1154|1.8|1.98|0|0.8|0|0|0|1.5|1.5|0.4|0.4|0.036|0.036|0.35|0.35|0.2|0|0|1
A-1.7|1000|0.8|0.0843|1.7818181818181817|1.96|0|0.8|0|0|0|1.5|1.5|0.4|0.4|0.036|0.036|0.35|0.35|0.2|0|0|1
A-1.8|1000|0.8|0.1011|1.7818181818181817|1.96|0|0.8|0|0|0|1.5|1.5|0.4|0.4|0.036|0.036|0.35|0.35|0.2|0|0|1
A-1.9|1000|0.8|0.124|1.7818181818181817|1.96|0|0.8|0|0|0|1.5|1.5|0.4|0.4|0.036|0.036|0.35|0.35|0.2|0|0|1
A-1.10|1000|0.8|0.0921|1.8|1.98|0|0.8|0|0|0|1.5|1.5|0.4|0.4|0.036|0.036|0.35|0.35|0.2|0|0|1
A-1.11|1000|0.8|0.1131|2.327272727272727|2.56|0|0.8|0|0|0|1.5|1.5|0.4|0.4|0.036|0.036|0.35|0.35|0.2|0|0|1
A-1.12|1000|0.8|0.0861|2.3|2.53|0|0.8|0|0|0|1.5|1.5|0.4|0.4|0.036|0.036|0.35|0.35|0.2|0|0|1
A-1.13|1000|0.8|0.0962|2.2727272727272725|2.5|0|0.8|0|0|0|1.5|1.5|0.4|0.4|0.036|0.036|0.35|0.35|0.2|0|0|1
A-1.14|1000|0.8|0.1048|2.327272727272727|2.56|0|0.8|0|0|0|1.5|1.5|0.4|0.4|0.036|0.036|0.35|0.35|0.2|0|0|1
A-1.15|1000|0.8|0.1208|2.3|2.53|0|0.8|0|0|0|1.5|1.5|0.4|0.4|0.036|0.036|0.35|0.35|0.2|0|0|1
A-1.16|1000|0.8|0.1317|2.327272727272727|2.56|0|0.8|0|0|0|1.5|1.5|0.4|0.4|0.036|0.036|0.35|0.35|0.2|0|0|1
A-1.17|1000|0.8|0.105|3.1363636363636362|3.45|0|0.8|0|0|0|1.5|1.5|0.4|0.4|0.036|0.036|0.35|0.35|0.2|0|0|1
A-1.18|1000|0.8|0.122|3.1909090909090905|3.51|0|0.8|0|0|0|1.5|1.5|0.4|0.4|0.036|0.036|0.35|0.35|0.2|0|0|1
A-1.19|1000|0.8|0.1387|3.1909090909090905|3.51|0|0.8|0|0|0|1.5|1.5|0.4|0.4|0.036|0.036|0.35|0.35|0.2|0|0|1
A-1.20|1000|0.8|0.1507|3.1909090909090905|3.51|0|0.8|0|0|0|1.5|1.5|0.4|0.4|0.036|0.036|0.35|0.35|0.2|0|0|1
A-1.21|1000|0.8|0.1302|3.1909090909090905|3.51|0|0.8|0|0|0|1.5|1.5|0.4|0.4|0.036|0.036|0.35|0.35|0.2|0|0|1
A-1.22|1000|0.8|0.1142|1.2636363636363634|1.39|0|0.8|0|0|0|2|2|0.4|0.4|0.036|0.036|0.35|0.35|0.2|0|0|1
A-1.23|1000|0.8|0.1364|1.2727272727272725|1.4|0|0.8|0|0|0|2|2|0.4|0.4|0.036|0.036|0.35|0.35|0.2|0|0|1
A-1.24|1000|0.8|0.159|1.3272727272727272|1.46|0|0.8|0|0|0|2|2|0.4|0.4|0.036|0.036|0.35|0.35|0.2|0|0|1
A-1.25|1000|0.8|0.0909|1.2909090909090908|1.42|0|0.8|0|0|0|2|2|0.4|0.4|0.036|0.036|0.35|0.35|0.2|0|0|1
A-1.26|1000|0.8|0.1236|1.2818181818181817|1.41|0|0.8|0|0|0|2|2|0.4|0.4|0.036|0.036|0.35|0.35|0.2|0|0|1
A-1.27|1000|0.8|0.0897|1.7727272727272725|1.95|0|0.8|0|0|0|2|2|0.4|0.4|0.036|0.036|0.35|0.35|0.2|0|0|1
A-1.28|1000|0.8|0.1028|1.7636363636363634|1.94|0|0.8|0|0|0|2|2|0.4|0.4|0.036|0.036|0.35|0.35|0.2|0|0|1
A-1.29|1000|0.8|0.1152|1.7636363636363634|1.94|0|0.8|0|0|0|2|2|0.4|0.4|0.036|0.036|0.35|0.35|0.2|0|0|1
A-1.30|1000|0.8|0.1381|1.7727272727272725|1.95|0|0.8|0|0|0|2|2|0.4|0.4|0.036|0.036|0.35|0.35|0.2|0|0|1
A-1.31|1000|0.8|0.1305|1.7727272727272725|1.95|0|0.8|0|0|0|2|2|0.4|0.4|0.036|0.036|0.35|0.35|0.2|0|0|1
A-1.32|1000|0.8|0.1127|2.2909090909090906|2.52|0|0.8|0|0|0|2|2|0.4|0.4|0.036|0.036|0.35|0.35|0.2|0|0|1
A-1.33|1000|0.8|0.0905|2.2727272727272725|2.5|0|0.8|0|0|0|2|2|0.4|0.4|0.036|0.036|0.35|0.35|0.2|0|0|1
A-1.34|1000|0.8|0.125|2.3|2.53|0|0.8|0|0|0|2|2|0.4|0.4|0.036|0.036|0.35|0.35|0.2|0|0|1
A-1.35|1000|0.8|0.1038|2.2909090909090906|2.52|0|0.8|0|0|0|2|2|0.4|0.4|0.036|0.036|0.35|0.35|0.2|0|0|1
A-1.36|1000|0.8|0.1327|2.227272727272727|2.45|0|0.8|0|0|0|2|2|0.4|0.4|0.036|0.036|0.35|0.35|0.2|0|0|1
A-1.37|1000|0.8|0.1026|3.1636363636363636|3.48|0|0.8|0|0|0|2|2|0.4|0.4|0.036|0.036|0.35|0.35|0.2|0|0|1
A-1.38|1000|0.8|0.1166|3.1909090909090905|3.51|0|0.8|0|0|0|2|2|0.4|0.4|0.036|0.036|0.35|0.35|0.2|0|0|1
A-1.39|1000|0.8|0.1324|3.1909090909090905|3.51|0|0.8|0|0|0|2|2|0.4|0.4|0.036|0.036|0.35|0.35|0.2|0|0|1
A-1.40|1000|0.8|0.1324|3.1909090909090905|3.51|0|0.8|0|0|0|2|2|0.4|0.4|0.036|0.036|0.35|0.35|0.2|0|0|1
A-1.41|1000|0.8|0.148|3.1636363636363636|3.48|0|0.8|0|0|0|2|2|0.4|0.4|0.036|0.036|0.35|0.35|0.2|0|0|1
A-1.42|30|0.2|0.127|1.8545454545454545|2.04|0|0.2|0|0|0|2|2|0.4|0.4|0.036|0.036|0.45|0.45|0.3|0|0|1
A-1.43|30|0.2|0.132|1.8181818181818181|2|0|0.2|0|0|0|2|2|0.4|0.4|0.036|0.036|0.45|0.45|0.3|0|0|1
A-1.44|30|0.2|0.135|1.8545454545454545|2.04|0|0.2|0|0|0|2|2|0.4|0.4|0.036|0.036|0.45|0.45|0.3|0|0|1
A-1.45|30|0.2|0.135|1.8909090909090909|2.08|0|0.2|0|0|0|2|2|0.4|0.4|0.036|0.036|0.45|0.45|0.3|0|0|1
A-1.46|30|0.2|0.1345|2.3|2.53|0|0.2|0|0|0|2|2|0.4|0.4|0.036|0.036|0.45|0.45|0.3|0|0|1
A-1.47|30|0.2|0.1275|2.2727272727272725|2.5|0|0.2|0|0|0|2|2|0.4|0.4|0.036|0.036|0.45|0.45|0.3|0|0|1
A-1.48|30|0.2|0.1415|2.327272727272727|2.56|0|0.2|0|0|0|2|2|0.4|0.4|0.036|0.036|0.45|0.45|0.3|0|0|1
A-1.49|30|0.2|0.1445|2.3|2.53|0|0.2|0|0|0|2|2|0.4|0.4|0.036|0.036|0.45|0.45|0.3|0|0|1
A-1.50|30|0.4|0.1253|1.8545454545454545|2.04|0|0.4|0|0|0|2|2|0.4|0.4|0.036|0.036|0.25|0.25|0.3|0|0|1
A-1.51|30|0.4|0.09|1.8181818181818181|2|0|0.4|0|0|0|2|2|0.4|0.4|0.036|0.036|0.25|0.25|0.3|0|0|1
A-1.52|30|0.4|0.1088|1.8545454545454545|2.04|0|0.4|0|0|0|2|2|0.4|0.4|0.036|0.036|0.25|0.25|0.3|0|0|1
A-1.53|30|0.4|0.1359|1.7818181818181817|1.96|0|0.4|0|0|0|2|2|0.4|0.4|0.036|0.036|0.25|0.25|0.3|0|0|1
A-1.54|30|0.4|0.1286|2.3636363636363633|2.6|0|0.4|0|0|0|2|2|0.4|0.4|0.036|0.036|0.25|0.25|0.3|0|0|1
A-1.55|30|0.4|0.1052|2.327272727272727|2.56|0|0.4|0|0|0|2|2|0.4|0.4|0.036|0.036|0.25|0.25|0.3|0|0|1
A-1.56|30|0.4|0.1555|2.3636363636363633|2.6|0|0.4|0|0|0|2|2|0.4|0.4|0.036|0.036|0.25|0.25|0.3|0|0|1
A-1.57|30|0.4|0.1215|2.327272727272727|2.56|0|0.4|0|0|0|2|2|0.4|0.4|0.036|0.036|0.25|0.25|0.3|0|0|1
A-1.58|1000|0.8|0.152|1.3272727272727272|1.46|0|0.8|0|0|0|3|3|0.4|0.4|0.036|0.036|0.35|0.35|0.2|0|0|1
A-1.59|1000|0.8|0.1692|1.3181818181818181|1.45|0|0.8|0|0|0|3|3|0.4|0.4|0.036|0.036|0.35|0.35|0.2|0|0|1
A-1.60|1000|0.8|0.1279|1.3090909090909089|1.44|0|0.8|0|0|0|3|3|0.4|0.4|0.036|0.036|0.35|0.35|0.2|0|0|1
A-1.61|1000|0.8|0.1468|1.8727272727272726|2.06|0|0.8|0|0|0|3|3|0.4|0.4|0.036|0.036|0.35|0.35|0.2|0|0|1
A-1.62|1000|0.8|0.1778|1.8545454545454545|2.04|0|0.8|0|0|0|3|3|0.4|0.4|0.036|0.036|0.35|0.35|0.2|0|0|1
A-1.63|1000|0.8|0.162|1.8545454545454545|2.04|0|0.8|0|0|0|3|3|0.4|0.4|0.036|0.036|0.35|0.35|0.2|0|0|1
A-1.64|1000|0.8|0.1305|1.8727272727272726|2.06|0|0.8|0|0|0|3|3|0.4|0.4|0.036|0.036|0.35|0.35|0.2|0|0|1
A-1.65|1000|0.8|0.1062|1.8545454545454545|2.04|0|0.8|0|0|0|3|3|0.4|0.4|0.036|0.036|0.35|0.35|0.2|0|0|1
A-1.66|1000|0.8|0.1856|1.8545454545454545|2.04|0|0.8|0|0|0|3|3|0.4|0.4|0.036|0.036|0.35|0.35|0.2|0|0|1
A-1.67|1000|0.8|0.0946|2.3|2.53|0|0.8|0|0|0|3|3|0.4|0.4|0.036|0.036|0.35|0.35|0.2|0|0|1
A-1.68|1000|0.8|0.1044|2.3|2.53|0|0.8|0|0|0|3|3|0.4|0.4|0.036|0.036|0.35|0.35|0.2|0|0|1
A-1.69|1000|0.8|0.1213|2.3|2.53|0|0.8|0|0|0|3|3|0.4|0.4|0.036|0.036|0.35|0.35|0.2|0|0|1
A-1.70|1000|0.8|0.1436|2.3|2.53|0|0.8|0|0|0|3|3|0.4|0.4|0.036|0.036|0.35|0.35|0.2|0|0|1
A-1.71|1000|0.8|0.1792|2.3|2.53|0|0.8|0|0|0|3|3|0.4|0.4|0.036|0.036|0.35|0.35|0.2|0|0|1
A-1.72|1000|0.8|0.1287|3.1909090909090905|3.51|0|0.8|0|0|0|3|3|0.4|0.4|0.036|0.036|0.35|0.35|0.2|0|0|1
A-1.73|1000|0.8|0.1631|3.1909090909090905|3.51|0|0.8|0|0|0|3|3|0.4|0.4|0.036|0.036|0.35|0.35|0.2|0|0|1
A-1.74|1000|0.8|0.1465|3.1909090909090905|3.51|0|0.8|0|0|0|3|3|0.4|0.4|0.036|0.036|0.35|0.35|0.2|0|0|1
A-1.75|1000|0.8|0.1132|3.1909090909090905|3.51|0|0.8|0|0|0|3|3|0.4|0.4|0.036|0.036|0.35|0.35|0.2|0|0|1
A-1.76|1000|0.8|0.1757|3.1909090909090905|3.51|0|0.8|0|0|0|3|3|0.4|0.4|0.036|0.036|0.35|0.35|0.2|0|0|1
A-1.77|1000|0.8|0.142|1.2727272727272725|1.4|0|0.8|0|0|0|2|2|0.4|0.4|0.036|0.036|0.3|0.3|0.2|0|0|1
A-1.78|1000|0.8|0.1697|1.3363636363636362|1.47|0|0.8|0|0|0|2|2|0.4|0.4|0.036|0.036|0.3|0.3|0.2|0|0|1
A-1.79|1000|0.8|0.1009|1.3181818181818181|1.45|0|0.8|0|0|0|2|2|0.4|0.4|0.036|0.036|0.3|0.3|0.2|0|0|1
A-1.80|1000|0.8|0.1882|1.3363636363636362|1.47|0|0.8|0|0|0|2|2|0.4|0.4|0.036|0.036|0.3|0.3|0.2|0|0|1
A-1.81|1000|0.8|0.1346|1.8181818181818181|2|0|0.8|0|0|0|2|2|0.4|0.4|0.036|0.036|0.3|0.3|0.2|0|0|1
A-1.82|1000|0.8|0.1805|1.8|1.98|0|0.8|0|0|0|2|2|0.4|0.4|0.036|0.036|0.3|0.3|0.2|0|0|1
A-1.83|1000|0.8|0.1583|1.8181818181818181|2|0|0.8|0|0|0|2|2|0.4|0.4|0.036|0.036|0.3|0.3|0.2|0|0|1
A-1.84|1000|0.8|0.1053|1.8181818181818181|2|0|0.8|0|0|0|2|2|0.4|0.4|0.036|0.036|0.3|0.3|0.2|0|0|1
A-1.85|1000|0.8|0.1049|2.3636363636363633|2.6|0|0.8|0|0|0|2|2|0.4|0.4|0.036|0.036|0.3|0.3|0.2|0|0|1
A-1.86|1000|0.8|0.1384|2.3636363636363633|2.6|0|0.8|0|0|0|2|2|0.4|0.4|0.036|0.036|0.3|0.3|0.2|0|0|1
A-1.87|1000|0.8|0.1715|2.3909090909090907|2.63|0|0.8|0|0|0|2|2|0.4|0.4|0.036|0.036|0.3|0.3|0.2|0|0|1
A-1.88|1000|0.8|0.1532|2.3636363636363633|2.6|0|0.8|0|0|0|2|2|0.4|0.4|0.036|0.036|0.3|0.3|0.2|0|0|1
A-1.89|1000|0.8|0.1385|3.309090909090909|3.64|0|0.8|0|0|0|2|2|0.4|0.4|0.036|0.036|0.3|0.3|0.2|0|0|1
A-1.90|1000|0.8|0.1613|3.3636363636363633|3.7|0|0.8|0|0|0|2|2|0.4|0.4|0.036|0.036|0.3|0.3|0.2|0|0|1
A-1.91|1000|0.8|0.1762|3.309090909090909|3.64|0|0.8|0|0|0|2|2|0.4|0.4|0.036|0.036|0.3|0.3|0.2|0|0|1
A-1.92|1000|0.8|0.1111|3.245454545454545|3.57|0|0.8|0|0|0|2|2|0.4|0.4|0.036|0.036|0.3|0.3|0.2|0|0|1
A-1.93|1000|0.8|0.0735|1.2272727272727273|1.35|0|0.8|0|0|0|2|2|0.4|0.4|0.036|0.036|0.35|0.35|0.2|0|0|1
A-1.94|1000|0.8|0.0929|1.209090909090909|1.33|0|0.8|0|0|0|2|2|0.4|0.4|0.036|0.036|0.35|0.35|0.2|0|0|1
A-1.95|1000|0.8|0.0829|1.2272727272727273|1.35|0|0.8|0|0|0|2|2|0.4|0.4|0.036|0.036|0.35|0.35|0.2|0|0|1
A-1.96|1000|0.8|0.0597|1.209090909090909|1.33|0|0.8|0|0|0|2|2|0.4|0.4|0.036|0.036|0.35|0.35|0.2|0|0|1
A-1.97|1000|0.8|0.0461|1.2363636363636363|1.36|0|0.8|0|0|0|2|2|0.4|0.4|0.036|0.036|0.35|0.35|0.2|0|0|1
A-1.98|1000|0.8|0.073|1.6363636363636362|1.8|0|0.8|0|0|0|2|2|0.4|0.4|0.036|0.036|0.35|0.35|0.2|0|0|1
A-1.99|1000|0.8|0.0868|1.5636363636363635|1.72|0|0.8|0|0|0|2|2|0.4|0.4|0.036|0.036|0.35|0.35|0.2|0|0|1
A-1.100|1000|0.8|0.0599|1.5545454545454545|1.71|0|0.8|0|0|0|2|2|0.4|0.4|0.036|0.036|0.35|0.35|0.2|0|0|1
A-1.101|1000|0.8|0.08|1.5636363636363635|1.72|0|0.8|0|0|0|2|2|0.4|0.4|0.036|0.036|0.35|0.35|0.2|0|0|1
A-1.102|1000|0.8|0.0931|1.5636363636363635|1.72|0|0.8|0|0|0|2|2|0.4|0.4|0.036|0.036|0.35|0.35|0.2|0|0|1
A-1.103|1000|0.8|0.1422|1.9727272727272724|2.17|0|0.8|0|0|0|2|2|0.4|0.4|0.036|0.036|0.35|0.35|0.2|0|0|1
A-1.104|1000|0.8|0.1668|2.018181818181818|2.22|0|0.8|0|0|0|2|2|0.4|0.4|0.036|0.036|0.35|0.35|0.2|0|0|1
A-1.105|1000|0.8|0.1122|1.9545454545454544|2.15|0|0.8|0|0|0|2|2|0.4|0.4|0.036|0.036|0.35|0.35|0.2|0|0|1
A-1.106|1000|0.8|0.1841|2|2.2|0|0.8|0|0|0|2|2|0.4|0.4|0.036|0.036|0.35|0.35|0.2|0|0|1
A-1.107|1000|0.8|0.1292|2.018181818181818|2.22|0|0.8|0|0|0|2|2|0.4|0.4|0.036|0.036|0.35|0.35|0.2|0|0|1
A-1.108|1000|0.8|0.133|2.6|2.86|0|0.8|0|0|0|2|2|0.4|0.4|0.036|0.036|0.35|0.35|0.2|0|0|1
A-1.109|1000|0.8|0.1651|2.6|2.86|0|0.8|0|0|0|2|2|0.4|0.4|0.036|0.036|0.35|0.35|0.2|0|0|1
A-1.110|1000|0.8|0.149|2.6|2.86|0|0.8|0|0|0|2|2|0.4|0.4|0.036|0.036|0.35|0.35|0.2|0|0|1
A-1.111|1000|0.8|0.1184|2.6|2.86|0|0.8|0|0|0|2|2|0.4|0.4|0.036|0.036|0.35|0.35|0.2|0|0|1
A-1.112|1000|0.8|0.1566|2.6|2.86|0|0.8|0|0|0|2|2|0.4|0.4|0.036|0.036|0.35|0.35|0.2|0|0|1
A-2.1|1000|0.7164999999999999|0.09614|1.188|1.321|0|0.7164999999999999|0|0|0|1.5|1.5|0.4|0.4|0.03|0.03|0.062|0.062|0.09018828506763074|0|0|1
A-2.2|1000|0.7164999999999999|0.09449|1.027|1.037|0|0.7164999999999999|0|0|0|1.5|1.5|0.4|0.4|0.03|0.03|0.062|0.062|0.09018828506763074|0|0|1
A-2.3|1000|0.7164999999999999|0.07895|1.344|1.437|0|0.7164999999999999|0|0|0|1.5|1.5|0.4|0.4|0.03|0.03|0.062|0.062|0.09018828506763074|0|0|1
A-2.4|1000|0.6835|0.09346|1.189|1.321|0|0.6835|0|0|0|1.5|1.5|0.4|0.4|0.03|0.03|0.095|0.095|0.09018828506763074|0|0|1
A-2.5|1000|0.6835|0.09162|1.027|1.037|0|0.6835|0|0|0|1.5|1.5|0.4|0.4|0.03|0.03|0.095|0.095|0.09018828506763074|0|0|1
A-2.6|1000|0.6835|0.07869|1.345|1.437|0|0.6835|0|0|0|1.5|1.5|0.4|0.4|0.03|0.03|0.095|0.095|0.09018828506763074|0|0|1
A-2.7|1000|0.7164999999999999|0.06906|1.037|1.092|0|0.7164999999999999|0|0|0|1.5|1.5|0.4|0.4|0.03|0.03|0.062|0.062|0.09018828506763074|0|0|1
A-2.8|1000|0.7164999999999999|0.06822|0.8964|0.9309|0|0.7164999999999999|0|0|0|1.5|1.5|0.4|0.4|0.03|0.03|0.062|0.062|0.09018828506763074|0|0|1
A-2.9|1000|0.7164999999999999|0.05639|1.086|1.187|0|0.7164999999999999|0|0|0|1.5|1.5|0.4|0.4|0.03|0.03|0.062|0.062|0.09018828506763074|0|0|1
A-2.10|1000|0.6835|0.0721|1.035|1.092|0|0.6835|0|0|0|1.5|1.5|0.4|0.4|0.03|0.03|0.095|0.095|0.09018828506763074|0|0|1
A-2.11|1000|0.7164999999999999|0.05454|0.8004|0.8445|0|0.7164999999999999|0|0|0|1.5|1.5|0.4|0.4|0.03|0.03|0.062|0.062|0.09018828506763074|0|0|1
A-2.12|1000|0.6835|0.06724|0.8956|0.9309|0|0.6835|0|0|0|1.5|1.5|0.4|0.4|0.03|0.03|0.095|0.095|0.09018828506763074|0|0|1
A-2.26|1000|0.7164999999999999|0.1001|1.19|1.321|0|0.7164999999999999|0|0|0|2|2|0.4|0.4|0.03|0.03|0.062|0.062|0.09018828506763074|0|0|1
A-2.27|1000|0.7164999999999999|0.08201|1.346|1.489|0|0.7164999999999999|0|0|0|2|2|0.4|0.4|0.03|0.03|0.062|0.062|0.09018828506763074|0|0|1
A-2.28|1000|0.7164999999999999|0.09865|1.029|1.037|0|0.7164999999999999|0|0|0|2|2|0.4|0.4|0.03|0.03|0.062|0.062|0.09018828506763074|0|0|1
A-2.29|1000|0.6835|0.09668|1.191|1.321|0|0.6835|0|0|0|2|2|0.4|0.4|0.03|0.03|0.095|0.095|0.09018828506763074|0|0|1
A-2.30|1000|0.6835|0.0807|1.348|1.489|0|0.6835|0|0|0|2|2|0.4|0.4|0.03|0.03|0.095|0.095|0.09018828506763074|0|0|1
A-2.31|1000|0.7164999999999999|0.07241|1.036|1.092|0|0.7164999999999999|0|0|0|2|2|0.4|0.4|0.03|0.03|0.062|0.062|0.09018828506763074|0|0|1
A-2.32|1000|0.6835|0.09527|1.029|1.037|0|0.6835|0|0|0|2|2|0.4|0.4|0.03|0.03|0.095|0.095|0.09018828506763074|0|0|1
A-2.33|1000|0.7164999999999999|0.07003|0.8971|0.9309|0|0.7164999999999999|0|0|0|2|2|0.4|0.4|0.03|0.03|0.062|0.062|0.09018828506763074|0|0|1
A-2.34|1000|0.7164999999999999|0.057|1.093|1.187|0|0.7164999999999999|0|0|0|2|2|0.4|0.4|0.03|0.03|0.062|0.062|0.09018828506763074|0|0|1
A-2.50|1000|0.73|0.09338|1.625|1.82|0|0.73|0|0|0|1.5|1.5|0.4|0.4|0.042|0.042|0.095|0.095|0.12484862178253167|0|0|1
A-2.51|1000|0.73|0.1207|1.278|1.365|0|0.73|0|0|0|1.5|1.5|0.4|0.4|0.042|0.042|0.095|0.095|0.12484862178253167|0|0|1
A-2.52|1000|0.73|0.0986|1.427|1.575|0|0.73|0|0|0|1.5|1.5|0.4|0.4|0.042|0.042|0.095|0.095|0.12484862178253167|0|0|1
A-2.53|1000|0.73|0.1117|1.099|1.138|0|0.73|0|0|0|1.5|1.5|0.4|0.4|0.042|0.042|0.095|0.095|0.12484862178253167|0|0|1
A-2.54|1000|0.6805|0.1232|1.279|1.365|0|0.6805|0|0|0|1.5|1.5|0.4|0.4|0.042|0.042|0.134|0.134|0.12484862178253167|0|0|1
A-2.55|1000|0.6805|0.111|1.63|1.743|0|0.6805|0|0|0|1.5|1.5|0.4|0.4|0.042|0.042|0.134|0.134|0.12484862178253167|0|0|1
A-2.56|1000|0.6805|0.1127|1.098|1.138|0|0.6805|0|0|0|1.5|1.5|0.4|0.4|0.042|0.042|0.134|0.134|0.12484862178253167|0|0|1
A-2.57|1000|0.73|0.08279|0.9544|1.037|0|0.73|0|0|0|1.5|1.5|0.4|0.4|0.042|0.042|0.095|0.095|0.12484862178253167|0|0|1
A-2.58|1000|0.6805|0.09334|1.429|1.575|0|0.6805|0|0|0|1.5|1.5|0.4|0.4|0.042|0.042|0.134|0.134|0.12484862178253167|0|0|1
A-2.59|1000|0.73|0.07821|1.044|1.092|0|0.73|0|0|0|1.5|1.5|0.4|0.4|0.042|0.042|0.095|0.095|0.12484862178253167|0|0|1
A-2.60|1000|0.73|0.07011|1.038|1.092|0|0.73|0|0|0|1.5|1.5|0.4|0.4|0.042|0.042|0.095|0.095|0.12484862178253167|0|0|1
A-3.1|1000|0.515|0.1156|1.174|1.164|0|0.485|0.13|0|0|2|2|0.4|0.4|0.042|0.042|0.1|0.1|0.13|0|0|1
A-3.2|1000|0.515|0.1054|1.119|1.138|0|0.485|0.13|0|0|2|2|0.4|0.4|0.042|0.042|0.1|0.1|0.13|0|0|1
A-3.3|1000|0.515|0.09509|1.065|1.164|0|0.485|0.13|0|0|2|2|0.4|0.4|0.042|0.042|0.1|0.1|0.13|0|0|1
A-3.4|1000|0.515|0.08303|1.016|1.024|0|0.485|0.13|0|0|2|2|0.4|0.4|0.042|0.042|0.1|0.1|0.13|0|0|1
A-3.5|1000|0.515|0.1278|1.226|1.164|0|0.485|0.13|0|0|2|2|0.4|0.4|0.042|0.042|0.1|0.1|0.13|0|0|1
A-3.6|1000|0.515|0.07816|1.056|1.138|0|0.485|0.13|0|0|2|2|0.4|0.4|0.042|0.042|0.1|0.1|0.13|0|0|1
A-3.7|1000|0.515|0.1038|1.18|1.164|0|0.485|0.13|0|0|2|2|0.4|0.4|0.042|0.042|0.1|0.1|0.13|0|0|1
A-3.8|1000|0.515|0.1229|1.285|1.347|0|0.485|0.13|0|0|2|2|0.4|0.4|0.042|0.042|0.1|0.1|0.13|0|0|1
A-3.9|1000|0.515|0.08017|1.055|1.138|0|0.485|0.13|0|0|2|2|0.4|0.4|0.042|0.042|0.1|0.1|0.13|0|0|1
A-3.10|1000|0.515|0.1036|1.164|1.164|0|0.485|0.13|0|0|2|2|0.4|0.4|0.042|0.042|0.1|0.1|0.13|0|0|1
A-3.11|1000|0.515|0.1268|1.282|1.347|0|0.485|0.13|0|0|2|2|0.4|0.4|0.042|0.042|0.1|0.1|0.13|0|0|1
A-3.12|1000|0.515|0.1294|1.549|1.896|0|0.485|0.13|0|0|2|2|0.4|0.4|0.042|0.042|0.1|0.1|0.13|0|0|1
A-3.13|1000|0.515|0.1093|1.476|1.422|0|0.485|0.13|0|0|2|2|0.4|0.4|0.042|0.042|0.1|0.1|0.13|0|0|1
A-3.14|1000|0.515|0.09736|1.377|1.384|0|0.485|0.13|0|0|2|2|0.4|0.4|0.042|0.042|0.1|0.1|0.13|0|0|1
A-3.15|1000|0.515|0.08533|1.291|1.422|0|0.485|0.13|0|0|2|2|0.4|0.4|0.042|0.042|0.1|0.1|0.13|0|0|1
A-3.16|1000|0.515|0.1095|1.521|1.652|0|0.485|0.13|0|0|2|2|0.4|0.4|0.042|0.042|0.1|0.1|0.13|0|0|1
A-3.17|1000|0.515|0.09732|1.441|1.384|0|0.485|0.13|0|0|2|2|0.4|0.4|0.042|0.042|0.1|0.1|0.13|0|0|1
A-3.18|1000|0.515|0.0839|1.342|1.384|0|0.485|0.13|0|0|2|2|0.4|0.4|0.042|0.042|0.1|0.1|0.13|0|0|1
A-3.19|1000|0.515|0.1096|1.504|1.422|0|0.485|0.13|0|0|2|2|0.4|0.4|0.042|0.042|0.1|0.1|0.13|0|0|1
A-3.20|1000|0.515|0.09678|1.436|1.422|0|0.485|0.13|0|0|2|2|0.4|0.4|0.042|0.042|0.1|0.1|0.13|0|0|1
A-3.21|1000|0.515|0.08436|1.328|1.422|0|0.485|0.13|0|0|2|2|0.4|0.4|0.042|0.042|0.1|0.1|0.13|0|0|1
A-3.25|1000|0.515|0.0784|1.286|1.384|0|0.485|0.13|0|0|2|2|0.4|0.4|0.042|0.042|0.1|0.1|0.13|0|0|1
A-3.26|1000|0.545|0.07378|1.193|1.384|0|0.515|0.13|0|0|2|2|0.4|0.4|0.042|0.042|0.07|0.07|0.13|0|0|1
A-3.28|1000|0.545|0.08521|1.285|1.384|0|0.515|0.13|0|0|2|2|0.4|0.4|0.042|0.042|0.07|0.07|0.13|0|0|1
A-3.29|1000|0.545|0.0794|1.241|1.384|0|0.515|0.13|0|0|2|2|0.4|0.4|0.042|0.042|0.07|0.07|0.13|0|0|1
A-3.30|1000|0.545|0.09085|1.328|1.384|0|0.515|0.13|0|0|2|2|0.4|0.4|0.042|0.042|0.07|0.07|0.13|0|0|1
A-3.32|1000|0.545|0.06938|1.242|1.384|0|0.515|0.13|0|0|2|2|0.4|0.4|0.042|0.042|0.07|0.07|0.13|0|0|1
