Label|m|h|Hm0 toe|Tm1,0t|Tp toe|β|ht|Bt|hb|B|cotad|cotau|gf_d|gf_u|D50_d|D50_u|Ac|Rc|Gc|Kr|Kt|q
D-42.134|20|0.16|0.067|1.0158|1.1174|0|0.16|0|0|0|4|4|1|1|0|0|0.1|0.1|0|0|0|1
D-42.135|20|0.16|0.0809|1.1165|1.2282|0|0.16|0|0|0|4|4|1|1|0|0|0.1|0.1|0|0|0|1
D-42.136|20|0.16|0.0841|1.1565|1.2722|0|0.16|0|0|0|4|4|1|1|0|0|0.1|0.1|0|0|0|1
D-42.137|20|0.1|0.0691|1.2487|1.3735|0|0.1|0|0|0|4|4|1|1|0|0|0.06|0.06|0|0|0|1
D-42.138|20|0.16|0.0515|0.8718|0.959|0|0.16|0|0|0|4|4|1|1|0|0|0.12|0.12|0|0|0|1
D-42.139|20|0.16|0.0708|1.0282|1.131|0|0.16|0|0|0|4|4|1|1|0|0|0.12|0.12|0|0|0|1
D-42.140|20|0.16|0.0862|1.1565|1.2722|0|0.16|0|0|0|4|4|1|1|0|0|0.12|0.12|0|0|0|1
D-42.141|20|0.16|0.0874|1.1565|1.2722|0|0.16|0|0|0|4|4|1|1|0|0|0.12|0.12|0|0|0|1
D-42.142|20|0.1|0.0703|1.2849|1.4134|0|0.1|0|0|0|4|4|1|1|0|0|0.08|0.08|0|0|0|1
D-42.143|20|0.1|0.0709|1.2847|1.4132|0|0.1|0|0|0|4|4|1|1|0|0|0.08|0.08|0|0|0|1
D-42.144|20|0.16|0.0293|0.6793|0.7472|0|0.08|0.4|0|0|4|4|1|1|0|0|0|0|0|0|0|1
D-42.145|20|0.16|0.051|0.8778|0.9656|0|0.08|0.4|0|0|4|4|1|1|0|0|0|0|0|0|0|1
D-42.146|20|0.16|0.0286|0.6793|0.7472|0|0.08|0.4|0|0|4|4|1|1|0|0|0.04|0.04|0|0|0|1
D-42.147|20|0.16|0.0502|0.8524|0.9376|0|0.08|0.4|0|0|4|4|1|1|0|0|0.04|0.04|0|0|0|1
D-42.149|20|0.16|0.0502|0.8524|0.9376|0|0.08|0.4|0|0|4|4|1|1|0|0|0.06|0.06|0|0|0|1
D-42.151|20|0.16|0.0502|0.8524|0.9376|0|0.08|0.4|0|0|4|4|1|1|0|0|0.08|0.08|0|0|0|1
D-42.152|20|0.16|0.0532|0.8524|0.9376|0|0.08|0.4|0|0|4|4|1|1|0|0|0.1|0.1|0|0|0|1
D-42.154|20|0.16|0.0417|0.8211|0.9032|0|0.08|0.8|0|0|1|1|1|1|0|0|0.1|0.1|0|0|0|1
D-42.155|20|0.16|0.0494|1.0215|1.1236|0|0.08|0.8|0|0|1|1|1|1|0|0|0.1|0.1|0|0|0|1
D-42.156|20|0.16|0.0482|0.8458|0.9304|0|0.08|0.8|0|0|1|1|1|1|0|0|0.1|0.1|0|0|0|1
D-42.157|20|0.16|0.0502|0.8818|0.97|0|0.08|0.8|0|0|4|4|1|1|0|0|0.1|0.1|0|0|0|1
D-42.158|1000|0.08|0.0391|0.8778|0.9656|0|0.08|0|0|0|1|1|1|1|0|0|0.1|0.1|0|0|0|1
D-42.159|21|0.08|0.0432|1.0158|1.1174|0|0.08|0|0|0|1|1|1|1|0|0|0.1|0.1|0|0|0|1
D-42.160|21|0.08|0.0462|1.1565|1.2722|0|0.08|0|0|0|1|1|1|1|0|0|0.1|0.1|0|0|0|1
D-42.164|1000|0.08|0.0412|0.9156|1.0072|0|0.08|0|0|0|2|2|1|1|0|0|0.1|0.1|0|0|0|1
D-42.165|22|0.08|0.043|1.0158|1.1174|0|0.08|0|0|0|2|2|1|1|0|0|0.1|0.1|0|0|0|1
D-42.166|21|0.08|0.0457|1.1282|1.241|0|0.08|0|0|0|2|2|1|1|0|0|0.1|0.1|0|0|0|1
D-42.171|24|0.08|0.0424|1.0158|1.1174|0|0.08|0|0|0|4|4|1|1|0|0|0.1|0.1|0|0|0|1
D-42.172|23|0.08|0.0454|1.1616|1.2778|0|0.08|0|0|0|4|4|1|1|0|0|0.1|0.1|0|0|0|1
D-42.176|1000|0.08|0.0389|1.1165|1.2282|0|0.08|0|0|0|1|1|1|1|0|0|0.1|0.1|0|0|0|1
D-42.177|1000|0.08|0.0381|0.9918|1.091|0|0.08|0|0|0|1|1|1|1|0|0|0.1|0.1|0|0|0|1
D-42.178|1000|0.08|0.0394|1.1282|1.241|0|0.08|0|0|0|1|1|1|1|0|0|0.1|0.1|0|0|0|1
D-42.179|1000|0.08|0.0399|1.1565|1.2722|0|0.08|0|0|0|1|1|1|1|0|0|0.1|0.1|0|0|0|1
D-42.186|1000|0.08|0.036|0.8778|0.9656|0|0.08|0|0|0|2|2|1|1|0|0|0.1|0.1|0|0|0|1
D-42.187|1000|0.08|0.0389|1.1165|1.2282|0|0.08|0|0|0|2|2|1|1|0|0|0.1|0.1|0|0|0|1
D-42.188|1000|0.08|0.0381|0.9918|1.091|0|0.08|0|0|0|2|2|1|1|0|0|0.1|0.1|0|0|0|1
D-42.189|1000|0.08|0.0394|1.1282|1.241|0|0.08|0|0|0|2|2|1|1|0|0|0.1|0.1|0|0|0|1
D-42.190|1000|0.08|0.0398|1.1565|1.2722|0|0.08|0|0|0|2|2|1|1|0|0|0.1|0.1|0|0|0|1
D-42.191|1000|0.04|0.0171|0.6835|0.7518|0|0.04|0|0|0|2|2|1|1|0|0|0|0|0|0|0|1
D-42.202|1000|0.08|0.0392|1.1282|1.241|0|0.08|0|0|0|4|4|1|1|0|0|0.1|0.1|0|0|0|1
D-42.203|1000|0.08|0.0397|1.1565|1.2722|0|0.08|0|0|0|4|4|1|1|0|0|0.1|0.1|0|0|0|1
D-42.204|1000|0.04|0.017|0.7038|0.7742|0|0.04|0|0|0|4|4|1|1|0|0|0|0|0|0|0|1
D-43.1|1000|0.55|0.09982|1.19|1.249|0|0.55|0|0|0|2.7474774194546225|2.7474774194546225|1|1|0|0|0.019999999999999907|0.019999999999999907|0|0|0|1
D-43.2|1000|0.55|0.06644|0.973|1.024|0|0.55|0|0|0|2.7474774194546225|2.7474774194546225|1|1|0|0|0.019999999999999907|0.019999999999999907|0|0|0|1
D-43.3|1000|0.55|0.1311|1.404|1.552|0|0.55|0|0|0|2.7474774194546225|2.7474774194546225|1|1|0|0|0.019999999999999907|0.019999999999999907|0|0|0|1
D-43.4|1000|0.55|0.1619|1.622|1.707|0|0.55|0|0|0|2.7474774194546225|2.7474774194546225|1|1|0|0|0.019999999999999907|0.019999999999999907|0|0|0|1
D-43.5|1000|0.55|0.09874|1.373|1.506|0|0.55|0|0|0|2.7474774194546225|2.7474774194546225|1|1|0|0|0.019999999999999907|0.019999999999999907|0|0|0|1
D-43.6|1000|0.55|0.1285|1.589|1.707|0|0.55|0|0|0|2.7474774194546225|2.7474774194546225|1|1|0|0|0.019999999999999907|0.019999999999999907|0|0|0|1
D-43.7|1000|0.55|0.06658|1.149|1.28|0|0.55|0|0|0|2.7474774194546225|2.7474774194546225|1|1|0|0|0.019999999999999907|0.019999999999999907|0|0|0|1
D-43.8|1000|0.55|0.1628|1.811|2.048|0|0.55|0|0|0|2.7474774194546225|2.7474774194546225|1|1|0|0|0.019999999999999907|0.019999999999999907|0|0|0|1
D-43.9|1000|0.55|0.1273|1.81|1.896|0|0.55|0|0|0|2.7474774194546225|2.7474774194546225|1|1|0|0|0.019999999999999907|0.019999999999999907|0|0|0|1
D-43.10|1000|0.55|0.09328|1.583|1.829|0|0.55|0|0|0|2.7474774194546225|2.7474774194546225|1|1|0|0|0.019999999999999907|0.019999999999999907|0|0|0|1
D-43.11|1000|0.55|0.0325|0.9354|1.045|0|0.55|0|0|0|2.7474774194546225|2.7474774194546225|1|1|0|0|0.019999999999999907|0.019999999999999907|0|0|0|1
D-43.12|1000|0.55|0.06201|1.36|1.506|0|0.55|0|0|0|2.7474774194546225|2.7474774194546225|1|1|0|0|0.019999999999999907|0.019999999999999907|0|0|0|1
D-43.13|1000|0.55|0.02372|0.9317|1.024|0|0.55|0|0|0|2.7474774194546225|2.7474774194546225|1|1|0|0|0.019999999999999907|0.019999999999999907|0|0|0|1
D-43.14|1000|0.55|0.03094|1.145|1.28|0|0.55|0|0|0|2.7474774194546225|2.7474774194546225|1|1|0|0|0.019999999999999907|0.019999999999999907|0|0|0|1
D-43.15|1000|0.525|0.06699|0.9707|1.045|0|0.525|0|0|0|2.7474774194546225|2.7474774194546225|1|1|0|0|0.04499999999999993|0.04499999999999993|0|0|0|1
D-43.16|1000|0.525|0.09932|1.188|1.28|0|0.525|0|0|0|2.7474774194546225|2.7474774194546225|1|1|0|0|0.04499999999999993|0.04499999999999993|0|0|0|1
D-43.17|1000|0.525|0.1313|1.411|1.506|0|0.525|0|0|0|2.7474774194546225|2.7474774194546225|1|1|0|0|0.04499999999999993|0.04499999999999993|0|0|0|1
D-43.18|1000|0.525|0.171|1.658|1.829|0|0.525|0|0|0|2.7474774194546225|2.7474774194546225|1|1|0|0|0.04499999999999993|0.04499999999999993|0|0|0|1
D-43.19|1000|0.525|0.183|1.827|1.969|0|0.525|0|0|0|2.7474774194546225|2.7474774194546225|1|1|0|0|0.04499999999999993|0.04499999999999993|0|0|0|1
D-43.20|1000|0.525|0.09905|1.379|1.552|0|0.525|0|0|0|2.7474774194546225|2.7474774194546225|1|1|0|0|0.04499999999999993|0.04499999999999993|0|0|0|1
D-43.21|1000|0.525|0.1681|1.816|2.048|0|0.525|0|0|0|2.7474774194546225|2.7474774194546225|1|1|0|0|0.04499999999999993|0.04499999999999993|0|0|0|1
D-43.22|1000|0.525|0.06728|1.151|1.313|0|0.525|0|0|0|2.7474774194546225|2.7474774194546225|1|1|0|0|0.04499999999999993|0.04499999999999993|0|0|0|1
D-43.23|1000|0.525|0.1319|1.615|1.829|0|0.525|0|0|0|2.7474774194546225|2.7474774194546225|1|1|0|0|0.04499999999999993|0.04499999999999993|0|0|0|1
D-43.24|1000|0.525|0.1304|1.826|1.969|0|0.525|0|0|0|2.7474774194546225|2.7474774194546225|1|1|0|0|0.04499999999999993|0.04499999999999993|0|0|0|1
D-43.25|1000|0.525|0.0992|1.605|1.766|0|0.525|0|0|0|2.7474774194546225|2.7474774194546225|1|1|0|0|0.04499999999999993|0.04499999999999993|0|0|0|1
D-43.26|1000|0.525|0.03387|0.9386|1.004|0|0.525|0|0|0|2.7474774194546225|2.7474774194546225|1|1|0|0|0.04499999999999993|0.04499999999999993|0|0|0|1
D-43.27|1000|0.525|0.06319|1.366|1.463|0|0.525|0|0|0|2.7474774194546225|2.7474774194546225|1|1|0|0|0.04499999999999993|0.04499999999999993|0|0|0|1
D-43.28|1000|0.525|0.02674|0.9365|1.024|0|0.525|0|0|0|2.7474774194546225|2.7474774194546225|1|1|0|0|0.04499999999999993|0.04499999999999993|0|0|0|1
D-43.29|1000|0.525|0.03168|1.145|1.28|0|0.525|0|0|0|2.7474774194546225|2.7474774194546225|1|1|0|0|0.04499999999999993|0.04499999999999993|0|0|0|1
D-43.30|1000|0.5|0.06843|0.9742|1.004|0|0.5|0|0|0|2.7474774194546225|2.7474774194546225|1|1|0|0|0.06999999999999995|0.06999999999999995|0|0|0|1
D-43.31|1000|0.5|0.101|1.185|1.28|0|0.5|0|0|0|2.7474774194546225|2.7474774194546225|1|1|0|0|0.06999999999999995|0.06999999999999995|0|0|0|1
D-43.32|1000|0.5|0.1347|1.415|1.506|0|0.5|0|0|0|2.7474774194546225|2.7474774194546225|1|1|0|0|0.06999999999999995|0.06999999999999995|0|0|0|1
D-43.33|1000|0.5|0.1654|1.642|1.829|0|0.5|0|0|0|2.7474774194546225|2.7474774194546225|1|1|0|0|0.06999999999999995|0.06999999999999995|0|0|0|1
D-43.34|1000|0.5|0.1823|1.835|1.969|0|0.5|0|0|0|2.7474774194546225|2.7474774194546225|1|1|0|0|0.06999999999999995|0.06999999999999995|0|0|0|1
D-43.35|1000|0.5|0.1008|1.371|1.6|0|0.5|0|0|0|2.7474774194546225|2.7474774194546225|1|1|0|0|0.06999999999999995|0.06999999999999995|0|0|0|1
D-43.36|1000|0.5|0.1696|1.822|1.969|0|0.5|0|0|0|2.7474774194546225|2.7474774194546225|1|1|0|0|0.06999999999999995|0.06999999999999995|0|0|0|1
D-43.37|1000|0.5|0.1318|1.61|1.766|0|0.5|0|0|0|2.7474774194546225|2.7474774194546225|1|1|0|0|0.06999999999999995|0.06999999999999995|0|0|0|1
D-43.38|1000|0.5|0.06682|1.153|1.28|0|0.5|0|0|0|2.7474774194546225|2.7474774194546225|1|1|0|0|0.06999999999999995|0.06999999999999995|0|0|0|1
D-43.39|1000|0.5|0.1286|1.806|2.048|0|0.5|0|0|0|2.7474774194546225|2.7474774194546225|1|1|0|0|0.06999999999999995|0.06999999999999995|0|0|0|1
D-43.40|1000|0.5|0.09745|1.586|1.829|0|0.5|0|0|0|2.7474774194546225|2.7474774194546225|1|1|0|0|0.06999999999999995|0.06999999999999995|0|0|0|1
D-43.41|1000|0.5|0.06608|1.367|1.552|0|0.5|0|0|0|2.7474774194546225|2.7474774194546225|1|1|0|0|0.06999999999999995|0.06999999999999995|0|0|0|1
D-43.42|1000|0.55|0.09967|1.188|1.249|0|0.55|0|0|0|2.1445069205095586|2.1445069205095586|1|1|0|0|0.019999999999999907|0.019999999999999907|0|0|0|1
D-43.43|1000|0.55|0.06667|0.9726|1.024|0|0.55|0|0|0|2.1445069205095586|2.1445069205095586|1|1|0|0|0.019999999999999907|0.019999999999999907|0|0|0|1
D-43.44|1000|0.55|0.1314|1.407|1.552|0|0.55|0|0|0|2.1445069205095586|2.1445069205095586|1|1|0|0|0.019999999999999907|0.019999999999999907|0|0|0|1
D-43.45|1000|0.55|0.1616|1.619|1.707|0|0.55|0|0|0|2.1445069205095586|2.1445069205095586|1|1|0|0|0.019999999999999907|0.019999999999999907|0|0|0|1
D-43.46|1000|0.55|0.09888|1.371|1.506|0|0.55|0|0|0|2.1445069205095586|2.1445069205095586|1|1|0|0|0.019999999999999907|0.019999999999999907|0|0|0|1
D-43.47|1000|0.55|0.1285|1.586|1.707|0|0.55|0|0|0|2.1445069205095586|2.1445069205095586|1|1|0|0|0.019999999999999907|0.019999999999999907|0|0|0|1
D-43.48|1000|0.55|0.06629|1.15|1.28|0|0.55|0|0|0|2.1445069205095586|2.1445069205095586|1|1|0|0|0.019999999999999907|0.019999999999999907|0|0|0|1
D-43.49|1000|0.55|0.1627|1.813|2.048|0|0.55|0|0|0|2.1445069205095586|2.1445069205095586|1|1|0|0|0.019999999999999907|0.019999999999999907|0|0|0|1
D-43.50|1000|0.55|0.1277|1.811|1.969|0|0.55|0|0|0|2.1445069205095586|2.1445069205095586|1|1|0|0|0.019999999999999907|0.019999999999999907|0|0|0|1
D-43.51|1000|0.55|0.09336|1.577|1.829|0|0.55|0|0|0|2.1445069205095586|2.1445069205095586|1|1|0|0|0.019999999999999907|0.019999999999999907|0|0|0|1
D-43.52|1000|0.55|0.0323|0.9345|1.045|0|0.55|0|0|0|2.1445069205095586|2.1445069205095586|1|1|0|0|0.019999999999999907|0.019999999999999907|0|0|0|1
D-43.53|1000|0.55|0.0632|1.356|1.552|0|0.55|0|0|0|2.1445069205095586|2.1445069205095586|1|1|0|0|0.019999999999999907|0.019999999999999907|0|0|0|1
D-43.54|1000|0.55|0.02347|0.9287|1.024|0|0.55|0|0|0|2.1445069205095586|2.1445069205095586|1|1|0|0|0.019999999999999907|0.019999999999999907|0|0|0|1
D-43.55|1000|0.55|0.03104|1.142|1.28|0|0.55|0|0|0|2.1445069205095586|2.1445069205095586|1|1|0|0|0.019999999999999907|0.019999999999999907|0|0|0|1
D-43.56|1000|0.525|0.1005|1.188|1.28|0|0.525|0|0|0|2.1445069205095586|2.1445069205095586|1|1|0|0|0.04499999999999993|0.04499999999999993|0|0|0|1
D-43.57|1000|0.525|0.06642|0.9714|1.045|0|0.525|0|0|0|2.1445069205095586|2.1445069205095586|1|1|0|0|0.04499999999999993|0.04499999999999993|0|0|0|1
D-43.58|1000|0.525|0.1305|1.411|1.506|0|0.525|0|0|0|2.1445069205095586|2.1445069205095586|1|1|0|0|0.04499999999999993|0.04499999999999993|0|0|0|1
D-43.59|1000|0.525|0.1685|1.649|1.829|0|0.525|0|0|0|2.1445069205095586|2.1445069205095586|1|1|0|0|0.04499999999999993|0.04499999999999993|0|0|0|1
D-43.60|1000|0.525|0.1828|1.833|1.969|0|0.525|0|0|0|2.1445069205095586|2.1445069205095586|1|1|0|0|0.04499999999999993|0.04499999999999993|0|0|0|1
D-43.61|1000|0.525|0.09893|1.381|1.552|0|0.525|0|0|0|2.1445069205095586|2.1445069205095586|1|1|0|0|0.04499999999999993|0.04499999999999993|0|0|0|1
D-43.62|1000|0.525|0.06736|1.153|1.313|0|0.525|0|0|0|2.1445069205095586|2.1445069205095586|1|1|0|0|0.04499999999999993|0.04499999999999993|0|0|0|1
D-43.63|1000|0.525|0.1301|1.603|1.829|0|0.525|0|0|0|2.1445069205095586|2.1445069205095586|1|1|0|0|0.04499999999999993|0.04499999999999993|0|0|0|1
D-43.64|1000|0.525|0.1672|1.819|2.048|0|0.525|0|0|0|2.1445069205095586|2.1445069205095586|1|1|0|0|0.04499999999999993|0.04499999999999993|0|0|0|1
D-43.65|1000|0.525|0.1293|1.82|1.969|0|0.525|0|0|0|2.1445069205095586|2.1445069205095586|1|1|0|0|0.04499999999999993|0.04499999999999993|0|0|0|1
D-43.66|1000|0.525|0.09795|1.595|1.766|0|0.525|0|0|0|2.1445069205095586|2.1445069205095586|1|1|0|0|0.04499999999999993|0.04499999999999993|0|0|0|1
D-43.67|1000|0.525|0.03374|0.9375|1.004|0|0.525|0|0|0|2.1445069205095586|2.1445069205095586|1|1|0|0|0.04499999999999993|0.04499999999999993|0|0|0|1
D-43.68|1000|0.525|0.06329|1.363|1.463|0|0.525|0|0|0|2.1445069205095586|2.1445069205095586|1|1|0|0|0.04499999999999993|0.04499999999999993|0|0|0|1
D-43.69|1000|0.525|0.02677|0.9307|0.9846|0|0.525|0|0|0|2.1445069205095586|2.1445069205095586|1|1|0|0|0.04499999999999993|0.04499999999999993|0|0|0|1
D-43.70|1000|0.525|0.03189|1.142|1.28|0|0.525|0|0|0|2.1445069205095586|2.1445069205095586|1|1|0|0|0.04499999999999993|0.04499999999999993|0|0|0|1
D-43.71|1000|0.5|0.1011|1.189|1.28|0|0.5|0|0|0|2.1445069205095586|2.1445069205095586|1|1|0|0|0.06999999999999995|0.06999999999999995|0|0|0|1
D-43.72|1000|0.5|0.06786|0.9784|1.004|0|0.5|0|0|0|2.1445069205095586|2.1445069205095586|1|1|0|0|0.06999999999999995|0.06999999999999995|0|0|0|1
D-43.73|1000|0.5|0.1339|1.417|1.506|0|0.5|0|0|0|2.1445069205095586|2.1445069205095586|1|1|0|0|0.06999999999999995|0.06999999999999995|0|0|0|1
D-43.74|1000|0.5|0.1654|1.643|1.829|0|0.5|0|0|0|2.1445069205095586|2.1445069205095586|1|1|0|0|0.06999999999999995|0.06999999999999995|0|0|0|1
D-43.75|1000|0.5|0.1857|1.841|1.969|0|0.5|0|0|0|2.1445069205095586|2.1445069205095586|1|1|0|0|0.06999999999999995|0.06999999999999995|0|0|0|1
D-43.76|1000|0.5|0.1003|1.373|1.6|0|0.5|0|0|0|2.1445069205095586|2.1445069205095586|1|1|0|0|0.06999999999999995|0.06999999999999995|0|0|0|1
D-43.77|1000|0.5|0.1705|1.82|1.969|0|0.5|0|0|0|2.1445069205095586|2.1445069205095586|1|1|0|0|0.06999999999999995|0.06999999999999995|0|0|0|1
D-43.78|1000|0.5|0.1318|1.61|1.766|0|0.5|0|0|0|2.1445069205095586|2.1445069205095586|1|1|0|0|0.06999999999999995|0.06999999999999995|0|0|0|1
D-43.79|1000|0.5|0.06705|1.154|1.28|0|0.5|0|0|0|2.1445069205095586|2.1445069205095586|1|1|0|0|0.06999999999999995|0.06999999999999995|0|0|0|1
D-43.80|1000|0.5|0.1293|1.805|2.048|0|0.5|0|0|0|2.1445069205095586|2.1445069205095586|1|1|0|0|0.06999999999999995|0.06999999999999995|0|0|0|1
D-43.81|1000|0.5|0.09743|1.588|1.829|0|0.5|0|0|0|2.1445069205095586|2.1445069205095586|1|1|0|0|0.06999999999999995|0.06999999999999995|0|0|0|1
D-43.82|1000|0.5|0.06564|1.366|1.552|0|0.5|0|0|0|2.1445069205095586|2.1445069205095586|1|1|0|0|0.06999999999999995|0.06999999999999995|0|0|0|1
D-43.83|1000|0.55|0.09925|1.182|1.28|0|0.55|0|0|0|1.7320508075688774|1.7320508075688774|1|1|0|0|0.019999999999999907|0.019999999999999907|0|0|0|1
D-43.84|1000|0.55|0.06647|0.9713|1.045|0|0.55|0|0|0|1.7320508075688774|1.7320508075688774|1|1|0|0|0.019999999999999907|0.019999999999999907|0|0|0|1
D-43.85|1000|0.55|0.1327|1.4|1.422|0|0.55|0|0|0|1.7320508075688774|1.7320508075688774|1|1|0|0|0.019999999999999907|0.019999999999999907|0|0|0|1
D-43.86|1000|0.55|0.1643|1.631|1.766|0|0.55|0|0|0|1.7320508075688774|1.7320508075688774|1|1|0|0|0.019999999999999907|0.019999999999999907|0|0|0|1
D-43.87|1000|0.55|0.09925|1.372|1.506|0|0.55|0|0|0|1.7320508075688774|1.7320508075688774|1|1|0|0|0.019999999999999907|0.019999999999999907|0|0|0|1
D-43.88|1000|0.55|0.1315|1.596|1.829|0|0.55|0|0|0|1.7320508075688774|1.7320508075688774|1|1|0|0|0.019999999999999907|0.019999999999999907|0|0|0|1
D-43.89|1000|0.55|0.06707|1.141|1.28|0|0.55|0|0|0|1.7320508075688774|1.7320508075688774|1|1|0|0|0.019999999999999907|0.019999999999999907|0|0|0|1
D-43.90|1000|0.55|0.1656|1.801|1.969|0|0.55|0|0|0|1.7320508075688774|1.7320508075688774|1|1|0|0|0.019999999999999907|0.019999999999999907|0|0|0|1
D-43.91|1000|0.55|0.1266|1.802|2.048|0|0.55|0|0|0|1.7320508075688774|1.7320508075688774|1|1|0|0|0.019999999999999907|0.019999999999999907|0|0|0|1
D-43.92|1000|0.55|0.09605|1.572|1.766|0|0.55|0|0|0|1.7320508075688774|1.7320508075688774|1|1|0|0|0.019999999999999907|0.019999999999999907|0|0|0|1
D-43.93|1000|0.55|0.03258|0.9267|1.004|0|0.55|0|0|0|1.7320508075688774|1.7320508075688774|1|1|0|0|0.019999999999999907|0.019999999999999907|0|0|0|1
D-43.94|1000|0.55|0.06304|1.353|1.506|0|0.55|0|0|0|1.7320508075688774|1.7320508075688774|1|1|0|0|0.019999999999999907|0.019999999999999907|0|0|0|1
D-43.95|1000|0.55|0.02351|0.9238|1.045|0|0.55|0|0|0|1.7320508075688774|1.7320508075688774|1|1|0|0|0.019999999999999907|0.019999999999999907|0|0|0|1
D-43.96|1000|0.55|0.0316|1.132|1.28|0|0.55|0|0|0|1.7320508075688774|1.7320508075688774|1|1|0|0|0.019999999999999907|0.019999999999999907|0|0|0|1
D-43.97|1000|0.525|0.1016|1.194|1.249|0|0.525|0|0|0|1.7320508075688774|1.7320508075688774|1|1|0|0|0.04499999999999993|0.04499999999999993|0|0|0|1
D-43.98|1000|0.525|0.06613|0.9713|1.024|0|0.525|0|0|0|1.7320508075688774|1.7320508075688774|1|1|0|0|0.04499999999999993|0.04499999999999993|0|0|0|1
D-43.99|1000|0.525|0.1331|1.415|1.552|0|0.525|0|0|0|1.7320508075688774|1.7320508075688774|1|1|0|0|0.04499999999999993|0.04499999999999993|0|0|0|1
D-43.100|1000|0.525|0.1697|1.653|1.766|0|0.525|0|0|0|1.7320508075688774|1.7320508075688774|1|1|0|0|0.04499999999999993|0.04499999999999993|0|0|0|1
D-43.101|1000|0.525|0.1013|1.382|1.6|0|0.525|0|0|0|1.7320508075688774|1.7320508075688774|1|1|0|0|0.04499999999999993|0.04499999999999993|0|0|0|1
D-43.102|1000|0.525|0.13|1.593|1.707|0|0.525|0|0|0|1.7320508075688774|1.7320508075688774|1|1|0|0|0.04499999999999993|0.04499999999999993|0|0|0|1
D-43.103|1000|0.525|0.1833|1.896|2.048|0|0.525|0|0|0|1.7320508075688774|1.7320508075688774|1|1|0|0|0.04499999999999993|0.04499999999999993|0|0|0|1
D-43.104|1000|0.525|0.06658|1.148|1.28|0|0.525|0|0|0|1.7320508075688774|1.7320508075688774|1|1|0|0|0.04499999999999993|0.04499999999999993|0|0|0|1
D-43.105|1000|0.525|0.1324|1.791|2.048|0|0.525|0|0|0|1.7320508075688774|1.7320508075688774|1|1|0|0|0.04499999999999993|0.04499999999999993|0|0|0|1
D-43.106|1000|0.525|0.09808|1.583|1.766|0|0.525|0|0|0|1.7320508075688774|1.7320508075688774|1|1|0|0|0.04499999999999993|0.04499999999999993|0|0|0|1
D-43.107|1000|0.525|0.03365|0.9326|1.004|0|0.525|0|0|0|1.7320508075688774|1.7320508075688774|1|1|0|0|0.04499999999999993|0.04499999999999993|0|0|0|1
D-43.108|1000|0.525|0.06394|1.359|1.506|0|0.525|0|0|0|1.7320508075688774|1.7320508075688774|1|1|0|0|0.04499999999999993|0.04499999999999993|0|0|0|1
D-43.109|1000|0.525|0.02659|0.9314|1.024|0|0.525|0|0|0|1.7320508075688774|1.7320508075688774|1|1|0|0|0.04499999999999993|0.04499999999999993|0|0|0|1
D-43.110|1000|0.525|0.03248|1.132|1.28|0|0.525|0|0|0|1.7320508075688774|1.7320508075688774|1|1|0|0|0.04499999999999993|0.04499999999999993|0|0|0|1
D-43.111|1000|0.5|0.1036|1.193|1.249|0|0.5|0|0|0|1.7320508075688774|1.7320508075688774|1|1|0|0|0.06999999999999995|0.06999999999999995|0|0|0|1
D-43.112|1000|0.5|0.06808|0.9776|1.024|0|0.5|0|0|0|1.7320508075688774|1.7320508075688774|1|1|0|0|0.06999999999999995|0.06999999999999995|0|0|0|1
D-43.113|1000|0.5|0.136|1.424|1.552|0|0.5|0|0|0|1.7320508075688774|1.7320508075688774|1|1|0|0|0.06999999999999995|0.06999999999999995|0|0|0|1
D-43.114|1000|0.5|0.1676|1.641|1.766|0|0.5|0|0|0|1.7320508075688774|1.7320508075688774|1|1|0|0|0.06999999999999995|0.06999999999999995|0|0|0|1
D-43.115|1000|0.5|0.1877|1.826|1.896|0|0.5|0|0|0|1.7320508075688774|1.7320508075688774|1|1|0|0|0.06999999999999995|0.06999999999999995|0|0|0|1
D-43.116|1000|0.5|0.1004|1.378|1.552|0|0.5|0|0|0|1.7320508075688774|1.7320508075688774|1|1|0|0|0.06999999999999995|0.06999999999999995|0|0|0|1
D-43.117|1000|0.5|0.172|1.806|1.969|0|0.5|0|0|0|1.7320508075688774|1.7320508075688774|1|1|0|0|0.06999999999999995|0.06999999999999995|0|0|0|1
D-43.118|1000|0.5|0.06855|1.149|1.313|0|0.5|0|0|0|1.7320508075688774|1.7320508075688774|1|1|0|0|0.06999999999999995|0.06999999999999995|0|0|0|1
D-43.119|1000|0.5|0.1304|1.61|1.766|0|0.5|0|0|0|1.7320508075688774|1.7320508075688774|1|1|0|0|0.06999999999999995|0.06999999999999995|0|0|0|1
D-43.120|1000|0.5|0.132|1.801|2.048|0|0.5|0|0|0|1.7320508075688774|1.7320508075688774|1|1|0|0|0.06999999999999995|0.06999999999999995|0|0|0|1
D-43.121|1000|0.5|0.0993|1.581|1.707|0|0.5|0|0|0|1.7320508075688774|1.7320508075688774|1|1|0|0|0.06999999999999995|0.06999999999999995|0|0|0|1
D-43.122|1000|0.5|0.06619|1.363|1.463|0|0.5|0|0|0|1.7320508075688774|1.7320508075688774|1|1|0|0|0.06999999999999995|0.06999999999999995|0|0|0|1
D-43.123|1000|0.55|0.102|1.189|1.249|0|0.55|0|0|0|1.4281480067421146|1.4281480067421146|1|1|0|0|0.019999999999999907|0.019999999999999907|0|0|0|1
