Hm0/Lm0 β h/Lm0 ht/Hm0 Bt/Lm0 hb/Hm0 B/Lm0 Ac/Hm0 Rc/Hm0 Gc/Lm0 m cotad cotaincl gf D/Hm0
0.5892591879587586 -0.2902026089073278 0.10498728664295713 -0.10151165998433688 -0.34416378565799144 -0.09978380257337532 -0.437319657325037 0.11946428454725219 -0.014430427507042667 -0.6925020106215871 -0.9456884643455428 2.507191451171517 1.7943203684323878 0.9177749994594868 -0.8176829068794622
-1.724048968019474 -0.2902026089073278 -1.090047821775764 -0.5059087385240907 -0.34416378565799144 -0.09978380257337532 -0.437319657325037 0.5504248776294745 0.40124299228391336 -0.6925020106215871 -1.0095465514308533 -0.21503474756852511 -0.3656943596529295 0.9177749994594868 -0.8176829068794622
0.7535734084734848 -0.2902026089073278 -0.03948228587121091 -0.2917145581497191 -0.34416378565799144 -0.09978380257337532 -0.437319657325037 -0.1836158700228051 -0.30675962498629206 -0.6925020106215871 -0.9882605224024165 1.5580728906669086 1.041219810389869 0.9177749994594868 -0.8176829068794622
0.48921171947721276 -0.2902026089073278 0.46786423703574315 0.17016857710333871 -0.34416378565799144 -0.7604191342868449 1.4934689833720345 -0.3139655368762992 -0.4324854863744267 1.7875535811420147 -0.9882605224024165 -0.5919073740675835 0.3042934644342555 -1.2214454053964336 1.1798881698361545
-0.089706181343586 -0.2902026089073278 -0.9182395276994049 -0.9160579439530782 -0.34416378565799144 -0.09978380257337532 -0.437319657325037 1.9374972369515706 1.7391126730668232 -0.6925020106215871 -1.0095465514308533 -1.4128089296934805 -1.3160965986394308 0.9177749994594868 -0.8176829068794622
0.41428652053297477 -0.2902026089073278 -0.16376135080378354 -0.3571201342704382 -0.34416378565799144 -0.5468489075230464 1.635396702826957 -0.8741068234976863 -0.9727572604379915 0.46801328937949516 -0.9882605224024165 -0.5919073740675835 0.5727235683290259 -1.2214454053964339 0.5341132811022381
-1.0141854749656514 -0.2902026089073278 -0.1685309758474171 0.6121051319692732 0.3636281216861709 -0.09978380257337532 -0.437319657325037 -0.8493599641931958 -0.9488882297161486 0.06985535506031595 1.0977703223843933 -0.00554912004908574 -0.19947303646765718 -1.2214454053964336 1.530294840151161
0.14923494514738947 -0.2902026089073278 -0.5072766681742704 -0.531120736086178 -0.34416378565799144 -0.09978380257337532 -0.437319657325037 -0.26878985210455203 -0.007847353175030653 -0.6925020106215871 -0.7943211704611353 -0.00554912004908574 -0.19947303646765718 0.9177749994594868 -0.8176829068794622
0.6342259406455306 -0.2902026089073278 0.09365571267958508 -0.2151450284247238 -0.34416378565799144 0.40478614724825335 0.7196088850523898 -0.7232859985089777 -0.8272864004450248 2.4447131704366565 -0.9882605224024165 -0.5919073740675835 -0.04696048215996361 -1.2214454053964339 -0.039117163050632536
0.6659162693528746 -0.2902026089073278 -0.6578237551902517 -0.8090021178819827 -0.34416378565799144 1.3524209062811994 1.8038748298209288 -0.6616396008060594 -0.767826743663653 -0.6925020106215871 -0.9882605224024165 1.5580728906669086 2.2067368107257326 0.9177749994594868 -0.8176829068794622
0.7856158176024907 -0.2902026089073278 1.748601285683158 1.2273202611260703 -0.34416378565799144 -0.09978380257337532 -0.437319657325037 -0.924130008914306 -1.0210060072717797 0.31940911712151043 1.0977703223843933 -0.00554912004908574 -0.19947303646765718 -0.9718696914965765 1.0942856222130004
-0.27458174376965694 -0.2902026089073278 -0.7358921062667491 -0.648475335244681 -0.34416378565799144 -0.09978380257337532 -0.437319657325037 -0.6082601983184247 -0.7163408325743303 0.45113086592180385 -0.852307230359155 1.5580728906669086 1.041219810389869 -1.2214454053964336 1.5329789143091634
-0.3369567033491934 -0.2902026089073278 -0.8612891640943492 -0.7857984512190952 -0.34416378565799144 -0.09978380257337532 -0.437319657325037 -0.31465474093540896 -0.43315024276464564 0.3552057409709194 -0.8680465708480157 1.5580728906669086 1.041219810389869 -1.2214454053964339 1.3936312834130138
1.7176285662163329 -0.2902026089073278 -0.1230689169874903 -0.81077858963145 0.8868073812790347 -0.09978380257337532 -0.437319657325037 -0.1274600569969733 -0.25259578908973346 1.9592376499172974 -0.8179722901749218 0.18990363129041354 -0.04438643061046613 -1.2214454053964336 0.6554757424017142
0.29440952354566213 -0.2902026089073278 -0.6993478763399531 -0.9736297459083542 0.9634414942483537 -0.09978380257337532 -0.437319657325037 -0.1941160440900896 -0.3168873334891336 1.118313237891746 -0.6051119998905534 -0.3964546227280843 -0.509646248182039 -1.2927527522249644 0.7850957159565675
-1.4384160726991548 -0.2902026089073278 -0.2713663905012831 1.246481898367283 -0.34416378565799144 -0.09978380257337532 -0.437319657325037 3.3219872807111 3.0744916390184893 0.1038261434994149 1.0977703223843933 -0.00554912004908574 -0.19947303646765718 -0.6866403041824534 1.7391977745583986
0.9253437649216208 0.6709161704640846 1.3163313387682174 0.6293012482231193 1.4154835116381237 -0.09978380257337532 -0.437319657325037 0.4909761294348995 0.3439030292780252 1.202800922594425 1.0977703223843933 -0.00554912004908574 -0.19947303646765718 -0.9718696914965764 1.7343616501228798
-2.000305765582112 -0.2902026089073278 -1.227862611613903 -0.7218637519233039 -0.34416378565799144 -0.09978380257337532 -0.437319657325037 0.1489157033587335 0.0139762810681158 -0.6925020106215871 -0.8179722901749218 -0.00554912004908574 -0.19947303646765718 -0.6866403041824534 1.9825486685879623
-1.4809298528303112 -0.2902026089073278 -0.7507265851777851 0.145578486284235 -0.34416378565799144 -0.590980006997245 -0.437319657325037 -1.5112556938793538 -0.5545059508887287 -0.6925020106215871 -0.900509953320166 0.7997162154696511 1.1270173216283152 0.9177749994594868 -0.8176829068794622
-1.0947494635878872 -0.2902026089073278 -0.8955716880949821 -0.5235508108117337 -0.34416378565799144 -0.09978380257337532 -0.437319657325037 -0.25279481736080056 -0.37348463437024 -0.6925020106215871 -0.955250615174873 0.5417185837015124 0.23476945993247714 0.9177749994594868 -0.8176829068794622
0.5095675807798044 -0.2902026089073278 -0.2517819672794545 -0.39917553736705896 -0.34416378565799144 -0.09978380257337532 -0.437319657325037 -1.415042767446241 -1.4945049499443626 -0.6925020106215871 1.0977703223843933 -0.6374450563999957 -0.7008658045509859 0.9177749994594868 -0.8176829068794622
